image_id,text,label
1533,bright right_heavy top_heavy,7
1534,dark right_heavy top_heavy,9
1535,dark left_heavy top_heavy,5
1536,bright left_heavy bottom_heavy,4
1537,bright right_heavy top_heavy,8
1538,bright right_heavy top_heavy,8
1539,bright right_heavy bottom_heavy,4
1540,dark right_heavy top_heavy,9
1541,dark left_heavy bottom_heavy,0
1542,bright right_heavy top_heavy,8
1543,dark right_heavy top_heavy,9
1544,dark right_heavy top_heavy,8
1545,bright left_heavy bottom_heavy,0
1546,dark left_heavy top_heavy,1
1547,dark right_heavy bottom_heavy,2
1548,dark right_heavy top_heavy,3
1549,bright left_heavy bottom_heavy,4
1550,dark left_heavy top_heavy,5
1551,dark right_heavy bottom_heavy,6
1552,dark left_heavy top_heavy,7
1553,dark left_heavy top_heavy,8
1554,dark right_heavy top_heavy,9
1555,bright left_heavy top_heavy,0
1556,dark left_heavy top_heavy,1
1557,dark right_heavy bottom_heavy,2
1558,dark right_heavy top_heavy,3
1559,dark left_heavy bottom_heavy,4
1560,dark left_heavy top_heavy,5
1561,dark right_heavy bottom_heavy,6
1562,dark right_heavy top_heavy,9
1563,bright left_heavy bottom_heavy,0
1564,bright left_heavy top_heavy,1
1565,dark right_heavy bottom_heavy,2
1566,dark right_heavy top_heavy,3
1567,bright left_heavy bottom_heavy,4
1568,bright left_heavy top_heavy,5
1569,dark right_heavy bottom_heavy,6
1570,dark left_heavy top_heavy,7
1571,dark left_heavy top_heavy,8
1572,bright right_heavy top_heavy,9
1573,dark left_heavy bottom_heavy,0
1574,bright right_heavy top_heavy,9
1575,bright left_heavy top_heavy,5
1576,dark left_heavy top_heavy,5
1577,bright left_heavy bottom_heavy,6
1578,dark left_heavy top_heavy,5
1579,dark left_heavy bottom_heavy,0
1580,dark right_heavy top_heavy,9
1581,bright left_heavy top_heavy,8
1582,bright left_heavy top_heavy,9
1583,dark right_heavy top_heavy,8
1584,dark left_heavy bottom_heavy,4
1585,dark right_heavy bottom_heavy,1
1586,dark right_heavy top_heavy,7
1587,dark left_heavy top_heavy,7
1588,dark right_heavy top_heavy,3
1589,dark left_heavy top_heavy,5
1590,dark left_heavy top_heavy,1
1591,bright left_heavy bottom_heavy,0
1592,dark left_heavy bottom_heavy,0
1593,bright right_heavy bottom_heavy,2
1594,bright left_heavy bottom_heavy,2
1595,dark left_heavy top_heavy,7
1596,bright left_heavy top_heavy,8
1597,dark right_heavy bottom_heavy,2
1598,dark right_heavy bottom_heavy,0
1599,dark left_heavy top_heavy,1
1600,bright left_heavy bottom_heavy,2
1601,dark left_heavy bottom_heavy,6
1602,dark left_heavy top_heavy,3
1603,dark left_heavy top_heavy,3
1604,dark left_heavy top_heavy,7
1605,dark right_heavy bottom_heavy,3
1606,dark right_heavy top_heavy,3
1607,dark left_heavy bottom_heavy,4
1608,bright right_heavy bottom_heavy,6
1609,dark right_heavy bottom_heavy,6
1610,dark right_heavy bottom_heavy,6
1611,dark left_heavy top_heavy,4
1612,dark right_heavy top_heavy,9
1613,dark left_heavy bottom_heavy,1
1614,dark left_heavy top_heavy,5
1615,bright left_heavy bottom_heavy,0
1616,dark right_heavy top_heavy,9
1617,dark left_heavy top_heavy,5
1618,dark right_heavy bottom_heavy,2
1619,dark right_heavy bottom_heavy,8
1620,bright left_heavy bottom_heavy,0
1621,dark left_heavy top_heavy,1
1622,dark left_heavy top_heavy,7
1623,bright right_heavy bottom_heavy,6
1624,bright right_heavy top_heavy,3
1625,dark left_heavy bottom_heavy,2
1626,dark left_heavy top_heavy,1
1627,dark left_heavy top_heavy,7
1628,dark left_heavy top_heavy,4
1629,dark right_heavy bottom_heavy,6
1630,dark right_heavy top_heavy,3
1631,dark right_heavy bottom_heavy,1
1632,bright right_heavy top_heavy,3
1633,dark right_heavy top_heavy,9
1634,dark left_heavy top_heavy,1
1635,bright left_heavy top_heavy,7
1636,dark left_heavy bottom_heavy,6
1637,bright left_heavy top_heavy,8
1638,dark left_heavy bottom_heavy,4
1639,dark right_heavy top_heavy,3
1640,dark right_heavy bottom_heavy,1
1641,bright left_heavy bottom_heavy,4
1642,bright right_heavy bottom_heavy,0
1643,dark left_heavy top_heavy,5
1644,dark right_heavy top_heavy,3
1645,dark left_heavy bottom_heavy,6
1646,dark right_heavy top_heavy,9
1647,bright left_heavy bottom_heavy,6
1648,dark right_heavy bottom_heavy,1
1649,bright right_heavy top_heavy,7
1650,dark left_heavy top_heavy,5
1651,dark left_heavy bottom_heavy,4
1652,bright left_heavy top_heavy,4
1653,bright left_heavy top_heavy,7
1654,bright left_heavy bottom_heavy,2
1655,bright right_heavy bottom_heavy,2
1656,dark left_heavy top_heavy,5
1657,bright left_heavy top_heavy,7
1658,bright right_heavy top_heavy,9
1659,dark left_heavy top_heavy,5
1660,dark left_heavy top_heavy,4
1661,dark left_heavy bottom_heavy,4
1662,dark left_heavy top_heavy,9
1663,dark right_heavy top_heavy,0
1664,dark left_heavy top_heavy,8
1665,dark left_heavy top_heavy,9
1666,dark right_heavy bottom_heavy,8
1667,bright left_heavy top_heavy,0
1668,bright left_heavy top_heavy,1
1669,dark left_heavy bottom_heavy,2
1670,dark right_heavy top_heavy,3
1671,dark right_heavy bottom_heavy,4
1672,dark right_heavy top_heavy,5
1673,dark left_heavy bottom_heavy,6
1674,bright right_heavy top_heavy,7
1675,bright left_heavy bottom_heavy,8
1676,bright right_heavy top_heavy,9
1677,dark left_heavy bottom_heavy,0
1678,bright left_heavy top_heavy,1
1679,dark left_heavy bottom_heavy,2
1680,bright right_heavy bottom_heavy,3
1681,dark left_heavy bottom_heavy,4
1682,bright left_heavy top_heavy,5
1683,dark left_heavy bottom_heavy,6
1684,bright right_heavy bottom_heavy,7
1685,bright left_heavy bottom_heavy,8
1686,bright right_heavy top_heavy,9
1687,dark left_heavy bottom_heavy,0
1688,bright left_heavy bottom_heavy,1
1689,dark left_heavy bottom_heavy,2
1690,bright left_heavy top_heavy,3
1691,dark right_heavy bottom_heavy,4
1692,dark left_heavy top_heavy,5
1693,bright left_heavy bottom_heavy,6
1694,bright right_heavy top_heavy,7
1695,bright left_heavy bottom_heavy,8
1696,dark right_heavy top_heavy,9
1697,dark left_heavy bottom_heavy,0
1698,dark right_heavy top_heavy,9
1699,bright left_heavy top_heavy,5
1700,bright right_heavy top_heavy,5
1701,bright left_heavy bottom_heavy,6
1702,dark left_heavy top_heavy,5
1703,bright left_heavy bottom_heavy,0
1704,bright right_heavy top_heavy,9
1705,bright left_heavy bottom_heavy,8
1706,dark right_heavy top_heavy,9
1707,dark left_heavy bottom_heavy,8
1708,dark right_heavy bottom_heavy,4
1709,bright right_heavy bottom_heavy,1
1710,bright right_heavy bottom_heavy,7
1711,bright right_heavy top_heavy,7
1712,dark right_heavy top_heavy,3
1713,dark left_heavy top_heavy,5
1714,bright left_heavy top_heavy,1
1715,bright left_heavy bottom_heavy,0
1716,dark left_heavy bottom_heavy,0
1717,dark left_heavy bottom_heavy,2
1718,bright left_heavy bottom_heavy,2
1719,bright left_heavy bottom_heavy,7
1720,dark left_heavy top_heavy,8
1721,dark left_heavy bottom_heavy,2
1722,bright left_heavy bottom_heavy,0
1723,bright left_heavy bottom_heavy,1
1724,bright left_heavy bottom_heavy,2
1725,bright left_heavy bottom_heavy,6
1726,bright right_heavy top_heavy,3
1727,bright right_heavy top_heavy,3
1728,bright right_heavy bottom_heavy,7
1729,bright right_heavy bottom_heavy,3
1730,dark right_heavy top_heavy,3
1731,dark right_heavy bottom_heavy,4
1732,dark left_heavy bottom_heavy,6
1733,bright left_heavy bottom_heavy,6
1734,dark left_heavy bottom_heavy,6
1735,bright right_heavy bottom_heavy,4
1736,bright right_heavy top_heavy,9
1737,bright left_heavy top_heavy,1
1738,dark left_heavy top_heavy,5
1739,bright left_heavy top_heavy,0
1740,dark right_heavy top_heavy,9
1741,dark left_heavy top_heavy,5
1742,dark left_heavy bottom_heavy,2
1743,bright left_heavy top_heavy,8
1744,bright left_heavy bottom_heavy,2
1745,dark left_heavy bottom_heavy,0
1746,bright left_heavy top_heavy,0
1747,bright left_heavy top_heavy,1
1748,bright left_heavy bottom_heavy,7
1749,bright left_heavy bottom_heavy,6
1750,bright right_heavy top_heavy,3
1751,dark right_heavy bottom_heavy,2
1752,bright right_heavy top_heavy,1
1753,dark left_heavy bottom_heavy,7
1754,bright right_heavy bottom_heavy,4
1755,bright left_heavy bottom_heavy,6
1756,dark right_heavy top_heavy,3
1757,bright right_heavy top_heavy,1
1758,bright right_heavy bottom_heavy,3
1759,bright right_heavy top_heavy,9
1760,bright left_heavy bottom_heavy,1
1761,dark right_heavy top_heavy,7
1762,dark left_heavy bottom_heavy,6
1763,bright left_heavy top_heavy,8
1764,bright right_heavy bottom_heavy,4
1765,bright right_heavy top_heavy,3
1766,bright left_heavy top_heavy,1
1767,dark right_heavy bottom_heavy,4
1768,bright left_heavy bottom_heavy,0
1769,dark left_heavy top_heavy,5
1770,dark right_heavy top_heavy,3
1771,bright left_heavy bottom_heavy,6
1772,bright right_heavy top_heavy,9
1773,dark left_heavy bottom_heavy,6
1774,bright left_heavy bottom_heavy,1
1775,dark left_heavy top_heavy,7
1776,bright left_heavy bottom_heavy,5
1777,dark right_heavy bottom_heavy,4
1778,bright right_heavy bottom_heavy,4
1779,dark right_heavy top_heavy,7
1780,bright left_heavy bottom_heavy,2
1781,bright left_heavy bottom_heavy,8
1782,bright left_heavy bottom_heavy,2
1783,dark left_heavy bottom_heavy,2
1784,dark right_heavy top_heavy,5
1785,bright left_heavy top_heavy,7
1786,bright right_heavy top_heavy,9
1787,dark left_heavy top_heavy,5
1788,bright right_heavy bottom_heavy,4
1789,bright left_heavy bottom_heavy,8
1790,bright right_heavy bottom_heavy,8
1791,bright left_heavy bottom_heavy,4
1792,bright right_heavy top_heavy,9
1793,bright left_heavy bottom_heavy,0
1794,bright left_heavy bottom_heavy,8
1795,bright right_heavy top_heavy,9
1796,bright left_heavy bottom_heavy,8
