ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
21432,80000.0,2,1,2,29.0,1,-1,-1,-1,-1,-1,0.0,416,832,28940,832,0,416.0,832,28940,832,0,416,0,1.5554106324834553,84000.0
21433,70000.0,2,1,2,28.0,0,-1,-1,-1,-1,-1,12018.0,39270,603,2288,1380,2028,39270.0,603,2288,1380,2028,390,0,1.9590296066172113,73500.0
21434,130000.0,2,5,2,27.0,0,0,0,0,0,0,106852.0,107599,109902,112635,114472,117556,4000.0,4030,4600,4200,5000,5000,0,-2.301797091387517,136500.0
21435,20000.0,2,3,1,23.0,0,0,0,0,0,0,5373.0,7286,8311,11179,10400,3782,2000.0,1132,3000,1000,3782,3000,0,0.6488499657832651,21000.0
21437,,2,1,2,,0,0,0,0,0,0,4848.0,6524,6290,4440,4531,1300,3000.0,1108,1000,91,26,0,0,1.2091350308659992,
21439,150000.0,99,2,2,30.0,0,0,0,0,0,0,106911.0,105889,96548,87085,52323,51260,,4500,5000,2000,1700,2300,0,0.4792983202719863,157500.0
21441,160000.0,2,1,2,29.0,-1,0,-1,0,0,0,3462.0,4673,12741,10023,11023,8922,4000.0,12841,1000,1000,178,4000,0,-1.158891319527064,168000.0
21442,120000.0,2,3,1,51.0,0,0,0,2,2,2,26496.0,28586,33828,34236,34734,35292,2800.0,6000,1200,1300,1200,0,0,0.5326242135973912,126000.0
21443,160000.0,2,2,1,25.0,0,0,0,0,0,0,,84023,81765,84265,84437,81265,3900.0,3300,3906,3000,3100,3120,0,0.9861377233074197,168000.0
21444,190000.0,2,1,2,27.0,0,0,0,0,0,0,14671.0,15141,17574,18943,20405,42921,2000.0,3000,2000,2000,25921,1400,0,-1.0766904709911411,199500.0
21445,110000.0,2,1,2,28.0,0,0,0,0,0,0,65024.0,61848,57944,53857,35036,31973,2500.0,2900,2000,2000,2000,2000,0,0.2011131250956541,115500.0
21446,290000.0,2,2,2,26.0,0,0,0,0,0,0,291861.0,254619,226755,155527,125986,107792,9596.0,7700,4402,3300,3100,4000,0,-0.7602982182513401,304500.0
21447,20000.0,2,1,2,24.0,1,-1,-1,-1,-2,-1,0.0,1516,500,0,0,1500,1516.0,500,0,0,1500,0,0,-0.9339986543606561,21000.0
21448,200000.0,2,1,2,28.0,1,-1,3,2,2,-2,0.0,344,344,344,0,0,344.0,0,0,0,0,250,0,0.24634874392821124,210000.0
21449,440000.0,2,1,2,,-1,-1,-1,0,0,0,777.0,612,87426,171244,150897,117870,612.0,87426,130007,3018,15000,51663,0,-0.9647527969115556,462000.0
21451,160000.0,2,2,2,24.0,0,0,0,0,0,0,39604.0,24023,21323,18933,12763,0,1378.0,1533,1000,255,0,0,0,-0.6077701127572775,168000.0
21452,120000.0,2,2,2,30.0,-1,-1,-1,-1,-1,-1,140.0,3230,3011,1964,1883,1538,3230.0,3011,1964,1883,1538,1911,0,0.4668154730362146,126000.0
21453,20000.0,2,3,1,22.0,2,0,0,0,0,0,16358.0,17063,18406,18992,16564,16944,1282.0,1625,1209,1000,570,411,0,0.28253617079652493,21000.0
21454,,2,1,2,27.0,-2,-2,-2,-2,-2,-2,1000.0,304,1852,2587,8441,14761,152.0,1868,2587,8441,14761,3418,0,-0.14562863989448688,
21455,80000.0,2,3,1,29.0,0,0,0,0,0,0,15008.0,17434,19145,21807,24442,27038,3000.0,2000,3000,3000,3000,1000,0,1.320316939656792,84000.0
21456,180000.0,2,2,2,29.0,1,2,0,0,0,2,77494.0,75658,76942,80419,90715,37376,0.0,3100,5000,11000,1000,1000,0,0.5149867422750715,189000.0
21460,330000.0,2,3,1,27.0,-1,-1,-1,-1,0,0,7098.0,4863,906,46353,2175,30824,4885.0,906,46789,10,30824,6269,0,-1.3930224168179697,346500.0
21461,310000.0,2,2,2,29.0,0,0,0,0,0,-1,,78756,44127,44782,2108,1983,3500.0,2500,2150,1000,2000,119943,0,-0.37445449927835506,325500.0
21462,70000.0,2,1,2,25.0,0,0,0,0,0,0,27990.0,24526,25532,25971,14859,14930,1394.0,1790,1229,519,687,557,0,-0.13013532055226987,73500.0
21466,250000.0,2,1,2,26.0,0,0,0,0,0,0,187336.0,184608,188570,188585,205272,208778,10000.0,10065,10000,20000,10000,20000,0,0.9743426553260067,262500.0
21468,230000.0,2,1,2,26.0,0,0,0,0,0,0,166511.0,159766,142435,136502,122572,110839,6722.0,6500,6020,4056,4000,4500,0,-2.9796369299961976,241500.0
21469,390000.0,2,1,2,27.0,0,0,0,0,0,0,375023.0,376767,359292,348513,272077,225079,13313.0,13705,15454,144206,9000,10000,0,-0.10057158892112074,409500.0
21470,30000.0,2,2,1,28.0,-2,-2,-2,-2,-2,-2,435.0,0,0,295,-5,-5,0.0,0,295,5,0,0,0,0.7332382815553958,31500.0
21472,180000.0,2,1,2,28.0,0,0,0,0,0,0,49550.0,43015,50238,49461,43877,32411,3006.0,10017,2018,1022,2322,23023,0,0.21551190308963616,189000.0
21473,500000.0,2,2,2,34.0,0,0,0,0,0,0,367463.0,287148,262173,90450,9685,-39046,10584.0,30232,3018,1335,30000,10000,0,-1.6685962082730041,525000.0
21474,50000.0,2,1,2,29.0,-1,-1,-2,-1,-1,-1,2463.0,0,0,536,326,652,0.0,0,536,326,652,0,0,0.6377996931025246,52500.0
21475,80000.0,2,2,1,,0,-1,-1,-1,-1,-1,8432.0,928,3602,5495,10059,5700,928.0,3602,5495,10109,5700,3502,0,-0.7668371392907735,84000.0
21476,460000.0,2,2,1,28.0,0,0,0,-1,-1,-1,25537.0,23314,16098,3316,3316,3316,1335.0,10000,3316,3316,3316,3316,0,-0.9399808841525973,483000.0
21477,150000.0,2,3,1,28.0,0,0,0,0,0,-2,3558.0,4725,2980,3234,0,0,2000.0,1000,2234,0,0,0,0,0.1347810700977601,157500.0
21478,50000.0,2,2,1,27.0,0,0,0,0,0,0,,47171,37779,28424,29133,27509,2300.0,1900,1500,1194,1000,1000,0,-1.7680930071270449,52500.0
21479,20000.0,2,1,2,27.0,-1,-1,-1,0,-1,-1,5888.0,4088,6597,9333,4133,8456,4813.0,6597,5000,4431,8500,8032,0,0.39536947120104,21000.0
21480,3500000.0,99,1,2,33.0,0,0,-1,-1,0,0,,4278,8621,970,1345,2267,3922.0,8621,970,1000,1917,454,0,0.3180354274464184,3675000.0
21482,400000.0,2,1,2,29.0,-1,-1,-1,-1,-1,-1,3807.0,3168,372,20031,916,30979,3168.0,372,20231,916,30979,1984,0,0.17913481935019834,420000.0
21483,490000.0,2,2,2,35.0,0,0,0,0,-1,0,48108.0,45281,46705,41125,20205,6483,3000.0,5015,5007,20205,3000,1181,0,0.4624241468303268,514500.0
21484,280000.0,2,1,2,30.0,-1,-1,-1,-1,-1,-1,596.0,645,2550,349,1148,785,645.0,2550,349,1148,785,175,0,0.7565035435166799,294000.0
21485,50000.0,2,2,2,23.0,-1,0,0,0,0,0,48570.0,48599,49124,48930,50316,62794,,2246,2000,3000,1725,6120,0,1.698561067069952,52500.0
21487,90000.0,2,1,2,27.0,0,0,2,0,0,0,,49496,48425,50611,52764,55898,4000.0,0,3000,3000,4000,2043,0,-1.1486540481151688,94500.0
21488,150000.0,2,1,2,29.0,-1,-1,-1,-1,-1,-1,1639.0,592,3784,2340,5920,5400,592.0,3791,2340,5920,5400,0,0,-0.8497953971508608,157500.0
21489,70000.0,2,1,2,28.0,0,0,0,0,0,0,37325.0,38402,39476,40818,41833,45165,2000.0,2000,2000,2000,4000,0,0,1.096919662033194,73500.0
21490,230000.0,2,1,2,30.0,-1,-1,-1,-1,-1,-1,1432.0,1094,665,582,472,746,1094.0,665,582,472,746,633,0,0.25648409303259845,241500.0
21491,200000.0,2,2,2,29.0,-1,0,0,0,0,0,3334.0,4772,7675,10519,6980,8702,1500.0,3000,3000,1000,2000,2000,0,-0.02739405000421188,210000.0
21492,5000000.0,2,2,2,28.0,0,0,0,0,0,0,182416.0,150298,88448,58009,47336,7112,5000.0,3850,3248,13736,14256,220371,0,0.4258007582366618,5250000.0
21493,160000.0,2,2,2,28.0,-2,-2,-1,2,-1,-1,968.0,708,1841,441,3438,3046,710.0,1913,0,3456,3054,1224,0,1.7866665012919762,168000.0
21496,180000.0,2,2,2,25.0,-1,-1,-2,-2,-1,0,3887.0,0,0,0,2454,4710,0.0,0,0,2454,3000,0,0,-0.029513892655634325,189000.0
21497,500000.0,2,1,1,34.0,0,0,0,0,0,0,30376.0,32715,60927,76088,110294,108964,15000.0,30007,30000,50000,5000,5000,0,-0.9499889604503626,525000.0
21498,50000.0,2,2,1,25.0,1,3,2,2,0,0,52207.0,51067,51278,49425,30113,29644,0.0,2536,13,1199,1058,1073,0,0.19738412001611338,52500.0
21499,140000.0,2,2,1,30.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,1122,0.0,0,0,0,1122,0,0,-0.3839786913675731,147000.0
21500,460000.0,2,1,2,28.0,0,0,0,0,-1,0,21333.0,16560,12570,19403,10063,8628,4560.0,2500,9456,10063,0,0,0,-0.49680251098363043,483000.0
21502,50000.0,2,1,2,29.0,1,-2,-2,-2,-2,-1,0.0,0,0,0,0,429,0.0,0,0,0,429,250,0,-0.1454587507292889,52500.0
21503,110000.0,2,1,2,26.0,0,0,0,0,0,0,103705.0,94786,94708,83765,73122,74366,3500.0,3500,3000,3700,12488,100,0,0.4830942084082708,115500.0
21504,100000.0,2,2,2,24.0,0,0,0,0,0,0,,67050,68456,69849,71240,72736,2398.0,2485,2532,2549,2643,3000,0,-1.2268299583554934,105000.0
21505,80000.0,2,1,2,29.0,0,0,0,0,0,2,19833.0,21192,22842,24147,29133,28532,2000.0,2000,2000,5394,0,5000,0,1.0210206599843192,84000.0
21506,230000.0,2,1,2,27.0,-2,-2,-2,-2,-2,-2,2978.0,6666,1951,67101,5136,10316,7000.0,1951,67101,5142,10316,5720,0,1.0317672324117981,241500.0
21507,,2,2,1,38.0,0,0,0,0,0,-1,8868.0,14766,16272,10496,6876,34574,10006.0,10018,7011,6000,37000,10000,0,-1.036429980522772,
21511,30000.0,2,1,2,23.0,0,0,0,-1,0,0,10210.0,13754,-191,24149,25452,25104,6000.0,250,25000,2000,1000,1100,0,2.0622226224071154,31500.0
21513,110000.0,2,2,2,24.0,-1,0,0,0,0,0,90929.0,92303,92114,70057,28492,107453,3550.0,3200,2500,1600,80000,4000,0,-0.30986186099967616,115500.0
21514,30000.0,2,2,2,25.0,2,2,0,0,0,0,28518.0,27774,28987,24960,14358,16123,0.0,2027,2000,1000,2000,2000,0,-0.02798693902993508,31500.0
21515,220000.0,2,2,2,25.0,0,0,0,0,0,0,215036.0,216083,217461,212995,182534,169250,7800.0,8200,7039,6528,6100,6200,0,0.8289221393741066,231000.0
21516,20000.0,2,2,2,26.0,1,-2,-1,0,0,0,0.0,0,1568,1398,920,0,0.0,1568,1000,302,0,192,0,-1.1197017587803497,21000.0
21517,60000.0,2,2,2,26.0,2,2,2,2,2,2,55892.0,56685,55208,59175,60218,55447,2300.0,0,5000,2511,6,3000,0,1.560209468010282,63000.0
21518,90000.0,2,3,1,48.0,-1,-1,-1,2,-1,0,,-14,21816,316,632,316,0.0,22146,0,632,0,7816,0,0.4832314036567491,94500.0
21519,100000.0,2,1,2,30.0,0,0,2,0,0,0,92909.0,96454,98010,99633,88708,93474,6000.0,4000,4507,2983,6000,4800,0,0.23009688216477703,105000.0
21520,70000.0,2,2,1,,0,0,0,0,0,0,52901.0,43981,33439,24926,10681,7431,2011.0,1683,3160,3000,3000,5060,0,-0.651994096434446,73500.0
21521,210000.0,2,2,2,28.0,0,0,0,0,0,0,40236.0,29230,24717,26563,22812,13620,2200.0,1854,2700,0,0,0,0,0.7193793355741178,220500.0
21522,50000.0,2,2,2,22.0,0,0,0,0,0,0,51417.0,48260,43889,35324,24146,22914,2054.0,1981,1344,810,828,824,0,2.472234539350682,52500.0
21523,50000.0,2,1,2,22.0,1,2,0,0,0,0,4112.0,3900,7737,3406,1470,1500,0.0,4019,2500,0,30,0,0,-0.49886012519415657,52500.0
21526,360000.0,2,1,1,44.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.0888953472817167,378000.0
21527,200000.0,2,1,2,26.0,0,0,0,0,0,0,134780.0,138349,141821,145144,148268,151604,6000.0,6000,6000,6000,6000,6200,0,0.9344915789815659,210000.0
21528,,2,1,1,35.0,0,0,0,0,0,0,23693.0,27228,30795,38637,39259,72981,4257.0,4338,8399,1260,34721,5202,0,-0.07248302778321687,
21529,100000.0,2,2,1,23.0,0,0,0,0,0,0,6584.0,7560,4470,1490,542,679,2500.0,1193,1000,0,400,842,0,2.0786403671986395,105000.0
21530,80000.0,2,2,2,22.0,0,0,0,0,0,0,77408.0,78363,72602,72525,56951,21952,2677.0,3341,1850,1499,933,32000,0,-2.3038298065218745,84000.0
21532,50000.0,2,2,2,23.0,0,0,0,0,0,0,50614.0,48702,47770,37239,20526,19771,2500.0,1700,2151,687,2000,669,0,-0.6809894837168764,52500.0
21535,50000.0,2,2,2,23.0,0,0,0,2,2,-2,26001.0,16982,19313,18700,0,0,1282.0,2613,0,0,0,0,0,0.4741560376645433,52500.0
21538,50000.0,2,2,2,22.0,0,0,0,0,2,0,11970.0,14445,16391,17804,10868,12151,3000.0,2500,2050,0,2000,3000,0,-0.2160275795646935,52500.0
21539,70000.0,2,2,2,22.0,0,0,0,0,0,0,68969.0,67682,68448,69316,29083,28140,3200.0,3600,3075,1204,1200,1046,0,-0.37469392715663086,73500.0
21541,30000.0,2,2,2,22.0,0,0,0,0,0,0,19502.0,8999,11797,11972,16482,9082,3000.0,3000,4000,5000,5000,5000,0,0.7421482053551605,31500.0
21542,30000.0,2,2,2,24.0,0,0,0,0,0,-2,24835.0,23527,20701,8263,0,0,1485.0,1138,1000,0,0,0,0,-0.6029455418801907,31500.0
21543,80000.0,2,2,2,24.0,0,0,0,0,0,0,17220.0,14844,12718,8808,7952,7925,1400.0,1600,1088,245,636,0,0,0.6482177542915439,84000.0
21544,130000.0,2,1,2,24.0,0,0,0,2,2,-1,3621.0,4530,6627,3300,0,18300,1130.0,2227,200,0,18300,0,0,0.4647595028991029,136500.0
21545,10000.0,2,2,2,23.0,-1,-1,-1,0,0,0,9438.0,1985,9436,8057,8891,-873,1985.0,9436,1000,1500,0,11571,0,-0.16658470015199972,10500.0
21546,70000.0,2,3,2,23.0,0,0,0,-1,0,0,14816.0,8237,-2601,69823,30446,29585,1000.0,695,73820,1042,1054,1024,0,0.2200536504114215,73500.0
21547,20000.0,2,2,2,21.0,0,0,0,0,0,0,19039.0,19684,18825,19876,20040,17755,1286.0,1416,1467,631,730,0,0,-0.76637354949115,21000.0
21548,20000.0,2,2,2,22.0,1,-1,2,-1,0,0,0.0,6594,4840,780,390,0,6594.0,0,780,0,0,11000,0,0.16846903302153213,21000.0
21549,30000.0,2,2,2,22.0,2,2,2,2,2,2,24874.0,26163,26449,27915,27170,29071,2000.0,1000,2201,0,2500,1001,0,0.2568026933615712,31500.0
21550,50000.0,2,3,2,22.0,-2,-2,-2,-2,-2,-2,2498.0,-2,1697,0,0,5000,0.0,1699,0,0,5000,0,0,-0.56314232095254,52500.0
21551,20000.0,2,2,2,24.0,-1,-1,-1,2,0,0,396.0,1301,12056,11151,11219,18120,1301.0,11151,0,600,8120,1500,0,1.664898051309494,21000.0
21553,50000.0,2,2,2,23.0,-1,-1,-1,-1,-1,-1,900.0,2757,4893,390,390,1670,3147.0,4893,390,390,1670,1890,0,0.9176816520693489,52500.0
21554,20000.0,2,1,2,22.0,0,0,0,0,0,0,19458.0,18786,16249,16478,10735,3274,1552.0,1381,1000,215,65,0,0,-0.09488199932914985,21000.0
21555,30000.0,2,2,2,22.0,0,0,0,0,0,0,19759.0,19973,22058,24598,26564,27521,3000.0,3500,3000,2500,2000,3000,0,-0.13319859598094325,31500.0
21557,10000.0,2,1,2,23.0,2,0,0,0,0,2,3413.0,5188,6937,7946,8714,8432,2000.0,2000,1132,900,0,500,0,2.659283636655142,10500.0
21558,50000.0,2,1,2,22.0,0,0,0,0,0,0,50813.0,50558,50455,49443,20405,19494,1972.0,2369,3592,1029,723,874,0,-0.15797079353084706,52500.0
21559,70000.0,2,1,1,22.0,0,0,0,0,2,0,64525.0,66548,67344,62083,29914,29406,3093.0,2594,4512,0,1070,1065,0,-2.2099864481259646,73500.0
21560,20000.0,2,3,0,23.0,0,0,0,0,0,0,14702.0,16445,17563,18290,18665,19077,,1388,1115,490,531,400,0,0.5783806407291917,21000.0
21561,50000.0,2,2,2,23.0,1,-1,0,0,0,0,14191.0,5896,6175,10000,1952,406,5896.0,2006,5074,1300,406,0,0,-2.5062069871844304,52500.0
21562,30000.0,99,2,1,23.0,2,0,0,0,0,0,27997.0,26049,27222,27729,28437,25336,1800.0,1900,1330,1038,1128,5000,0,0.8925055382912158,31500.0
21563,50000.0,2,2,2,22.0,0,0,0,0,0,0,49619.0,50629,50778,48261,28768,29370,1836.0,1985,1468,1175,1214,1232,0,0.7387591558888709,52500.0
21564,30000.0,2,3,2,23.0,3,2,0,0,0,0,30051.0,29274,30498,29713,29819,30342,0.0,2000,1500,2000,1100,2000,0,0.38394881209747284,31500.0
21565,80000.0,2,2,2,23.0,1,2,2,2,2,2,68594.0,66893,72307,70556,74021,75675,0.0,6507,0,5260,3000,4584,0,2.090797747226232,84000.0
21566,50000.0,2,3,2,23.0,0,0,0,0,0,0,32644.0,34096,34941,34243,28014,28528,2000.0,1700,1502,1000,1200,1200,0,0.7845514490747202,52500.0
21567,20000.0,2,1,2,24.0,-1,0,0,0,0,0,16582.0,17721,18762,19729,20134,19590,1422.0,1333,1300,700,1000,1000,0,0.6568562862907997,21000.0
21568,,2,1,2,25.0,0,0,0,0,0,0,26376.0,27483,28242,16498,16923,17649,1550.0,1308,1300,700,1000,2000,0,0.6756039427997632,
21570,140000.0,2,1,2,25.0,-1,-1,-1,-1,-1,-1,30077.0,2809,7541,10661,2214,6020,2809.0,7541,10661,2214,6020,0,0,-0.5537122352679786,147000.0
21571,210000.0,2,2,2,26.0,-1,0,0,0,0,0,119269.0,60133,56076,39135,25396,18553,2345.0,1915,5028,3200,371,25140,0,0.8175727580627183,220500.0
21572,200000.0,2,1,2,26.0,0,0,0,0,0,0,200849.0,146340,146660,145623,144166,145141,80000.0,4600,6000,4700,4800,5000,0,0.6911068052609306,210000.0
21573,20000.0,2,2,2,22.0,1,2,2,2,0,0,14645.0,14113,18550,17867,18072,17899,0.0,4675,0,701,563,1000,0,-0.6487751802701363,21000.0
21575,150000.0,2,3,2,-5.0,0,0,0,0,0,0,11329.0,10775,11829,7031,7172,5833,1219.0,1273,1069,1683,202,299,0,-0.7174484461593243,157500.0
21576,60000.0,2,1,2,-5.0,0,0,0,0,0,0,35138.0,35776,34783,32158,28991,28434,1553.0,2000,1508,1080,1003,1000,0,0.5300028759004276,63000.0
21577,20000.0,2,2,2,21.0,0,0,0,0,0,0,10109.0,11153,11841,4725,9135,18355,3000.0,2000,1200,5000,10000,8906,0,0.9634000360135289,21000.0
21578,150000.0,99,1,2,25.0,0,0,0,0,0,0,119788.0,112824,92456,80532,59866,49472,,3610,2377,1714,828,846,0,-1.025291675478438,157500.0
21579,,2,1,2,25.0,-1,-1,-1,-1,-2,-1,1288.0,0,1999,0,0,842,0.0,1999,0,0,842,0,0,-0.37433789777561804,
21582,,2,2,2,31.0,0,0,0,0,0,0,30532.0,33814,38243,39603,40542,41239,3814.0,5000,2000,1598,1500,2000,0,-0.990537793925506,
21584,180000.0,99,2,1,35.0,-1,-1,0,0,0,0,,5317,8388,8529,7739,3803,5317.0,3200,2700,2000,76,0,0,-0.654592038561325,189000.0
21585,20000.0,2,1,2,23.0,0,0,0,0,2,0,23809.0,24798,24258,24172,21959,20898,1700.0,1800,2350,0,1000,2700,0,-0.906494104251447,21000.0
21586,130000.0,2,2,2,,0,0,0,-1,-1,-2,14518.0,15000,0,1207,0,0,1150.0,0,1207,0,0,0,0,-0.11197907122540117,136500.0
21588,30000.0,2,2,2,22.0,0,0,2,0,0,0,27762.0,30392,27688,28134,29591,28883,5000.0,0,3000,2000,1300,1500,0,-0.6437155547946255,31500.0
21589,500000.0,2,1,2,37.0,-2,-2,-2,-2,-2,-2,315.0,2579,3824,813,0,4443,2579.0,3824,813,0,4443,330,0,-0.12691990912410894,525000.0
21590,450000.0,2,1,1,38.0,0,0,0,0,0,0,108390.0,96704,84033,72279,55757,37161,,3073,3000,2000,1500,2000,0,-1.015780096597878,472500.0
21591,50000.0,2,2,2,22.0,0,0,0,0,-1,0,44593.0,33019,13552,0,28105,29684,5000.0,3000,0,28105,2000,2000,0,0.8567216223635018,52500.0
21592,60000.0,2,2,2,24.0,0,0,0,-1,-1,-1,58692.0,61225,54673,2193,8258,0,5000.0,1098,2193,8258,0,0,0,-1.186083530442939,63000.0
21593,130000.0,2,2,2,22.0,1,-2,-1,2,2,-2,0.0,0,1485,299,0,0,0.0,1485,0,0,0,0,0,-0.03265915593718206,136500.0
21594,280000.0,2,2,2,25.0,0,0,0,0,0,0,139019.0,141146,129252,103317,101085,104181,4074.0,4232,4022,3000,4010,100022,0,-0.46717118843283634,294000.0
21595,100000.0,2,2,1,26.0,0,0,0,0,0,0,7086.0,7644,8197,9203,3815,5493,1500.0,1500,2000,1000,2493,2443,0,1.1525782958185407,105000.0
21596,60000.0,2,1,2,24.0,0,0,0,0,0,0,57802.0,58960,60862,59279,59176,58128,2960.0,2866,2279,2276,2128,2237,0,0.6931200666165305,63000.0
21597,80000.0,2,1,2,25.0,-1,-1,-1,-2,-1,-1,177.0,1200,0,0,7240,0,1200.0,0,0,7240,0,0,0,2.093645800017511,84000.0
21598,130000.0,2,1,2,27.0,1,-1,0,-1,-1,0,0.0,1386,5275,198,3992,8893,1386.0,4000,198,3992,5000,40000,0,-0.7514752894498076,136500.0
21599,30000.0,2,2,2,21.0,0,0,0,0,0,0,9696.0,10406,5068,2023,1163,0,2000.0,1000,1002,23,0,0,0,-0.05227543029311418,31500.0
21600,50000.0,2,2,2,22.0,1,2,2,2,0,0,38633.0,36378,33533,28591,28390,28739,500.0,2231,1500,1300,1700,800,0,0.8784634402415623,52500.0
21604,70000.0,2,1,2,23.0,-2,-2,-1,0,0,0,-22.0,-11,5173,6345,7083,8961,0.0,69900,1262,1000,2000,1000,0,-0.5444991678704036,73500.0
21605,110000.0,2,2,2,25.0,0,0,0,0,0,0,80374.0,81652,47291,43857,45684,40994,3000.0,3000,2173,3000,3500,1538,0,-0.8877745741554323,115500.0
21606,,2,2,2,25.0,0,0,0,0,0,0,,81058,80510,81565,81232,81422,3100.0,2931,3600,2908,3117,3071,0,-0.686647309564875,
21607,50000.0,2,3,2,23.0,0,0,0,0,0,0,999420.0,51132,50608,37700,11325,9814,2303.0,2252,2498,372,500,365,0,0.2698072661535261,52500.0
21608,130000.0,2,2,2,,-1,0,-1,-1,-1,-1,13429.0,2984,9811,5136,19040,2940,1000.0,10363,5177,19040,2940,1332,0,-0.4225491560641341,136500.0
21609,130000.0,2,1,2,24.0,-1,-1,-1,-2,-2,-1,7353.0,3700,0,0,0,297,3727.0,0,0,0,297,0,0,2.446344223257535,136500.0
21611,140000.0,2,3,2,24.0,-2,-2,-2,-2,-2,-2,0.0,580,2298,299,3330,0,580.0,2500,502,3531,0,0,0,0.362434646837727,147000.0
21612,110000.0,2,2,2,24.0,1,2,0,0,0,0,72184.0,69650,70172,48720,48540,43692,0.0,3200,2478,2000,1900,2000,0,-0.7326140301919493,115500.0
21614,20000.0,2,2,1,24.0,0,0,0,0,-1,0,17599.0,18920,19000,0,80,540,1920.0,1000,0,40,1000,844,0,1.0177445225500965,21000.0
21615,90000.0,2,2,2,24.0,0,0,0,0,0,0,89608.0,87743,87363,74329,48451,48715,4507.0,4000,2500,2000,2000,2000,0,-0.2858081227384719,94500.0
21616,50000.0,2,2,1,24.0,0,0,0,0,0,0,46437.0,40703,20215,21116,20036,18952,1912.0,1370,1271,664,658,638,0,0.9221366610310755,52500.0
21617,30000.0,2,2,2,24.0,-1,0,0,0,0,0,1513.0,27350,28561,29684,32650,34299,26500.0,2048,2000,3769,5007,2007,0,0.08563953694498863,31500.0
21619,50000.0,2,2,2,,-1,-1,-1,-1,-1,-1,390.0,2078,390,390,0,780,2078.0,390,390,0,780,0,0,0.6402101008655213,52500.0
21620,80000.0,2,2,1,23.0,0,0,0,0,0,0,,60000,47160,32382,8706,3876,2100.0,2026,4360,2000,1000,2057,0,-0.6781870698361054,84000.0
21621,50000.0,2,2,2,23.0,0,0,0,0,0,-1,21699.0,33109,32856,27438,4786,768,11877.0,1660,1600,624,768,173,0,1.0011959486306083,52500.0
21622,130000.0,2,1,2,24.0,0,0,0,0,0,0,78744.0,74511,81315,75538,77172,79442,3500.0,10000,4000,3500,3500,3500,0,-0.6646832264014131,136500.0
21623,20000.0,2,1,2,24.0,-1,-1,-1,-1,0,-1,390.0,390,390,1052,662,1202,390.0,390,1052,0,2030,5485,0,0.4052771787785503,21000.0
21624,120000.0,2,1,2,24.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,1000,0,0.0,0,0,1000,0,0,0,1.4253793635759422,126000.0
21625,20000.0,2,2,2,24.0,1,2,3,2,-1,0,9739.0,12322,3023,2748,12351,13927,,0,0,12351,4000,2000,0,0.7306465355959954,21000.0
21626,80000.0,2,2,2,24.0,0,0,0,0,0,-1,13118.0,11622,12011,3210,1651,2256,1500.0,1511,1000,1000,2256,924,0,0.8808317946164795,84000.0
21627,50000.0,2,1,2,24.0,0,0,0,0,0,0,35871.0,36312,35827,32834,29052,28288,5000.0,5000,5716,3000,2000,1500,0,1.2114496697103438,52500.0
21628,100000.0,2,1,2,24.0,0,0,0,0,0,0,76025.0,68016,63520,64825,65725,67183,3000.0,3600,3000,2500,2600,3000,0,1.2376774343711001,105000.0
21629,70000.0,2,2,2,24.0,0,0,0,0,2,0,12954.0,14425,18171,20861,20231,22831,2000.0,4000,3000,0,3100,3000,0,-0.7398420478176884,73500.0
21630,90000.0,2,2,1,25.0,-1,-1,0,0,0,0,7766.0,13788,15459,43380,46632,14177,93788.0,10000,33000,5300,5000,2913,0,0.6367849318067372,94500.0
21631,280000.0,2,2,2,25.0,1,2,-1,-1,-1,-1,6714.0,4526,3868,389,389,384,22.0,4277,390,390,385,166196,0,-0.8163886707365899,294000.0
21632,400000.0,2,1,2,26.0,-1,0,0,0,0,0,2871.0,6260,6651,6542,7093,9134,4016.0,4020,4066,4009,4021,3507,0,-0.6001525113444438,420000.0
21633,130000.0,2,3,2,26.0,0,0,0,0,0,0,2274140.0,115323,120461,121177,4623,5402,,7000,5000,2000,2000,5000,0,0.322953188374957,136500.0
21637,50000.0,2,3,2,22.0,2,2,2,0,0,0,24729.0,22719,18408,19330,19561,19815,1651.0,0,1573,804,675,738,0,-0.36897267658327576,52500.0
21638,10000.0,2,1,2,23.0,1,2,2,-1,-1,-2,8356.0,7864,6171,1681,0,0,1200.0,0,1681,0,0,1250,0,0.7650811122845274,10500.0
21639,90000.0,2,2,2,24.0,0,0,0,0,0,2,,84960,85744,79963,70021,70853,3200.0,3110,4677,3200,2500,2500,0,2.023888926313281,94500.0
21641,100000.0,2,2,2,24.0,-1,-1,-2,-2,-1,-1,3587.0,660,6010,2789,2973,3611,660.0,6010,2789,2973,3611,11880,0,-0.5321546255628433,105000.0
