LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy,ID_ANONYME
330000.0,2,3,2,30,-1,-1,-1,-1,-1,-1,5480.0,30630,6350,6033,2205,0,30630.0,6350,6033,5649,0,173,0,-1.1887625797631425,346500.0,7a2bb47079b9
130000.0,2,2,1,38,0,0,0,0,0,0,93797.0,91523,88331,81192,78774,77117,3339.0,2892,2733,2752,3159,3000,0,-0.1525792722403178,136500.0,cd52774601be
360000.0,2,1,2,29,0,0,0,0,0,0,27370.0,20750,14898,7524,7524,0,1328.0,2000,150,0,0,0,0,2.118759730100359,378000.0,aee4cac52d9e
150000.0,1,2,2,25,2,2,0,0,0,0,37594.0,30432,20346,19447,8420,8631,0.0,1150,664,500,500,1000,0,-0.6962603480527273,157500.0,4b306dd84f65
260000.0,2,1,1,61,1,-2,-2,-2,-2,-2,-551.0,16449,-20320,-20320,-20320,-20320,17000.0,2631,0,0,0,0,0,-0.9291158849985994,273000.0,cd1a8eba8ffb
80000.0,2,2,1,44,0,0,0,0,0,0,79552.0,81392,80966,79295,81142,80672,3130.0,3107,2847,3134,3072,3010,0,-1.1680425312699676,84000.0,f63475f17181
500000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,363.0,2089,4822,48741,92978,0,2089.0,4822,48741,92978,0,39037,0,0.3361583597447318,525000.0,30cce51654c1
20000.0,2,2,1,33,0,0,0,0,0,-2,13864.0,14534,9662,8091,0,0,1242.0,1020,2000,0,0,0,0,0.4020696590479568,21000.0,bbeb842cdd84
60000.0,1,3,2,35,0,0,0,0,0,0,34364.0,34246,13266,19876,19274,17923,5000.0,1029,19507,1000,358,3045,0,1.209031573690909,63000.0,3e4e04f9cd27
210000.0,1,2,2,36,0,0,0,0,0,0,15637.0,17560,16765,18641,18654,16229,3017.0,3023,5014,5012,2012,2010,0,2.3035732369775133,220500.0,0fb64c260d47
350000.0,1,2,2,32,0,0,0,0,0,0,228009.0,220450,190173,192649,197269,201360,9000.0,8700,7000,7600,7800,8500,0,-1.1888184133041508,367500.0,c259ca462777
200000.0,1,2,2,37,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,,0,0,0,0,0,0,-1.4914267926551674,210000.0,3e92c458a7d2
280000.0,2,1,2,28,0,0,0,0,0,-1,51439.0,44605,45426,38563,29669,24892,20000.0,10000,0,0,24892,106941,0,-0.6188255876953557,294000.0,87ac9f99f8ca
230000.0,1,1,1,41,-2,-2,-2,-2,-2,-2,1552.0,792,19272,1172,1172,2246,792.0,19272,1172,1172,2246,1172,0,-0.268978221937418,241500.0,efc94490b8fa
220000.0,2,1,1,31,1,2,2,2,2,2,202792.0,198157,211340,209612,219064,222672,0.0,16501,3200,13000,7500,0,0,-0.4961238350215265,231000.0,9b64184a1f12
160000.0,2,2,2,55,-1,-1,-1,-1,-1,-1,584.0,4572,7379,669,21381,200,,7379,669,21581,0,1100,0,-0.4312000209275334,168000.0,9a560c41d2fc
200000.0,99,2,2,29,0,0,0,0,0,0,180016.0,166678,128324,128334,131104,133762,6073.0,6100,5000,5000,5000,5100,0,0.0460097443197194,210000.0,eebda9bb3ead
60000.0,2,2,1,45,0,-1,-1,0,0,0,56965.0,2495,57899,30345,30244,25474,3000.0,61000,3000,3000,3000,9000,0,0.0202164686461843,63000.0,835ca4af5f3a
60000.0,2,3,1,33,0,0,0,0,0,0,57561.0,57766,49351,28549,29063,28863,2100.0,3000,1500,1500,1100,1100,0,1.1892773936658518,63000.0,fbbaecec6528
380000.0,99,1,1,35,-1,-1,-1,-1,-1,-1,28057.0,14266,22101,24038,41215,35010,14412.0,22211,24159,41417,35184,2109,0,-1.558628825508101,399000.0,ea0e94bd8900
240000.0,1,1,1,37,1,-2,-2,-2,-2,-1,,0,0,0,0,690,0.0,0,0,0,690,0,0,0.453861208238739,252000.0,134ccc3de71b
70000.0,2,2,2,70,0,0,0,0,0,0,19758.0,8960,9949,10298,10511,9764,1162.0,1151,500,513,424,195,0,-0.0227838098435313,73500.0,88be65278697
180000.0,2,3,1,33,-1,0,0,0,0,-1,170126.0,171247,156803,159342,10400,20650,5950.0,7133,7369,600,20650,21650,0,0.1746448800943543,189000.0,6296b5330175
150000.0,2,2,2,41,-1,-1,-1,-2,-1,-1,2800.0,67568,0,0,6674,0,,0,0,6674,0,0,0,1.1267735509204655,157500.0,9dc49dc19269
180000.0,2,2,1,30,0,0,0,0,0,0,,4221,9065,5016,5931,6826,,5000,1000,1000,1000,2000,0,-0.844135893212345,189000.0,0123729d5d90
50000.0,2,2,2,29,-1,-1,-1,-1,-1,-1,4166.0,2859,1452,1190,543,920,2859.0,1452,1190,543,920,534,0,0.9927117545044876,52500.0,98eaaa4fbcdd
80000.0,2,2,2,58,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.61000317310873,84000.0,ce2dff9495a5
40000.0,2,2,1,22,2,3,2,2,2,0,31772.0,30983,33168,33527,32854,33947,0.0,3000,1200,0,1641,1362,0,1.2500679013958609,42000.0,23db48843cb2
210000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,167.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.2554999392975529,220500.0,fd50b2f619da
150000.0,2,1,2,28,-1,-1,-1,0,-1,-1,560.0,290,549,204,16048,0,390.0,649,145,16048,0,0,0,0.9374937423625836,157500.0,33f6e97754dc
100000.0,1,2,2,27,0,0,0,0,-2,-1,,64653,10388,3762,1434,12609,3018.0,1400,3786,1774,12714,38665,0,0.2353306445820108,105000.0,8c5674dda770
150000.0,2,3,1,50,0,0,0,0,0,0,29823.0,25968,24823,22908,19325,12854,1630.0,7000,5000,3000,257,40825,0,-0.265223278507405,157500.0,b92cde4fd147
20000.0,1,1,2,39,0,0,0,0,0,0,20324.0,18509,20076,20035,14057,0,1500.0,20000,909,1000,0,0,0,1.2055782629091023,21000.0,692c63b9d034
270000.0,2,1,1,50,-1,-1,-1,-1,-1,-1,1363.0,0,6098,3500,7324,9466,0.0,6098,3500,7324,9466,2296,0,1.25300964171907,283500.0,637d8afec1d3
250000.0,1,2,1,52,0,0,2,0,0,0,177537.0,198017,192962,156134,161603,166631,25000.0,0,7000,8000,8000,5000,0,0.2736441552329421,262500.0,a73d28f9664e
80000.0,2,1,2,33,0,0,0,0,0,0,60156.0,60309,30640,15917,35608,23470,5027.0,3000,3000,20000,767,1000,0,0.1699597276517168,84000.0,901e2b7d2e35
50000.0,1,1,2,35,1,2,0,0,0,0,20579.0,19948,19521,19247,19816,20015,4.0,2000,807,1000,1000,681,0,1.3683856031692798,52500.0,2e8fae943093
50000.0,2,2,1,53,-1,-1,-1,-1,-1,-1,7061.0,2229,10939,12575,1341,998,2233.0,10939,12575,1341,998,820,0,-1.5163046729172545,52500.0,4bf54947363f
50000.0,99,1,1,56,0,0,0,0,2,0,49135.0,49209,36372,30305,29742,30556,1971.0,2000,3342,0,1400,1000,0,1.4984043638209186,52500.0,2f0f83e1e13c
280000.0,2,2,1,44,0,0,0,0,0,0,286706.0,272243,203744,203520,207878,211812,10480.0,8041,7200,7500,7093,5702,0,1.3985838717928247,294000.0,e100ca8c3a77
,1,1,2,29,-1,-1,-1,-1,-1,-1,520.0,2047,1155,3582,580,1398,2047.0,1155,3582,580,1398,1660,0,-1.7175990533425345,,2dc3f48b3ee8
150000.0,2,1,3,55,-1,-1,-1,-1,-1,2,280.0,280,759,754,480,165,280.0,759,754,480,0,1235,0,-1.0247699771336731,157500.0,5765f24af422
60000.0,2,2,2,22,0,0,0,0,0,0,28406.0,28781,29219,29036,29493,29776,1790.0,1760,1200,1500,1367,1000,0,0.1684906493285814,63000.0,fa16615f996c
,1,2,1,35,1,-1,-1,-1,-2,-2,0.0,1118,667,0,0,0,1118.0,673,0,0,0,0,0,0.0354040256143429,,9beb3583c4e7
160000.0,1,2,1,32,0,0,0,0,2,0,102292.0,105536,110390,122358,120714,124145,4500.0,6200,15000,0,5000,3800,0,0.3309947817960649,168000.0,93af61ba9f33
100000.0,1,2,1,44,0,0,2,0,0,-1,11119.0,12376,4419,2946,1473,3230,3000.0,0,0,0,3230,0,0,0.5550561510453959,105000.0,8ed062f0e515
70000.0,1,1,2,31,0,0,0,2,0,0,67270.0,67807,70410,68248,47910,48820,3400.0,4602,63,1800,1731,1702,0,-0.0710297528376813,73500.0,6dd258352517
200000.0,2,2,2,35,-1,-1,-1,-1,-2,-2,1709.0,2400,675,0,0,0,,675,0,0,0,0,0,-2.179574172311724,210000.0,6e1dfd1dd07b
500000.0,2,1,2,51,-1,-1,-1,-1,-1,-1,187.0,369,535,-13,20807,20897,370.0,537,0,20911,21001,88,0,-2.3069313270829683,525000.0,aee59ca4692c
180000.0,2,1,2,28,1,2,2,0,0,0,3775.0,5570,4722,8643,7783,12398,,31,5000,1000,5000,5000,0,-0.3173143819138837,189000.0,55160abb59b1
,1,1,2,31,0,0,0,0,0,0,28398.0,18550,13198,13222,14620,17376,2081.0,1196,1000,2000,3000,5000,0,-0.8875582471497138,,71aa27c3e995
360000.0,1,1,1,50,0,0,0,0,0,0,353200.0,337593,341528,350949,355869,210989,13806.0,12303,15005,13729,7700,8000,0,1.3061319335514503,378000.0,47d510caf8ec
150000.0,1,1,2,35,0,0,0,0,0,0,95716.0,96181,99933,102278,104710,107148,3226.0,4959,5000,2790,5083,0,0,0.8383775444554442,157500.0,1e675c771f53
150000.0,2,1,2,25,0,0,0,-1,-1,-2,25484.0,26726,27810,172,0,0,1726.0,1810,172,0,0,0,0,-0.9719351298474466,157500.0,59316e7b66af
230000.0,1,2,1,50,-2,-2,-2,-2,-2,-2,21570.0,4700,0,0,0,0,4700.0,0,0,0,0,0,0,0.5531433132854526,241500.0,da02c5e646ad
100000.0,2,2,2,36,-1,-1,-2,-2,-2,-2,14891.0,-709,-1813,-2011,1751,2238,0.0,0,0,3989,946,154,0,1.35009384702505,105000.0,d0bcba597a2c
50000.0,1,1,2,23,0,0,0,0,0,0,29772.0,17515,10483,4697,4793,4891,1229.0,1000,94,96,98,2330,0,-0.8378440514907561,52500.0,f123ee0f3771
290000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,560.0,463,100,0,100,0,463.0,100,0,100,0,0,0,1.5947002863543105,304500.0,4574409444e5
110000.0,1,1,2,29,0,0,0,0,0,0,109241.0,109833,108778,74692,77912,49264,5209.0,3009,1494,3220,2004,72677,0,-0.1454424787662958,115500.0,ba75e6190f20
50000.0,2,2,2,22,0,0,0,0,0,0,22458.0,22571,22309,22315,22934,23243,1513.0,1500,1000,978,839,1800,0,-0.4281438158757819,52500.0,eda2b4c97af5
150000.0,2,2,2,26,0,0,-1,-1,-2,-1,9189.0,4359,4880,0,0,2250,2000.0,4880,0,0,2250,0,0,2.0599868763468066,157500.0,8c8a1dd7acaf
60000.0,2,1,2,26,-2,-2,-2,-2,-2,-2,0.0,-108,-216,-324,-432,-540,108.0,108,108,108,108,0,0,-0.952895332432599,63000.0,0bebaa2b6f07
80000.0,1,1,2,25,0,0,0,0,0,0,,24772,20000,20000,20000,0,2089.0,6000,200,0,0,0,0,-0.4627262596901826,84000.0,3ea0135b529d
280000.0,1,2,1,24,-1,-1,0,0,0,0,3863.0,84601,67765,63628,60860,60316,89295.0,2192,1899,1673,2125,1511,0,1.894963150815537,294000.0,ed2334f2e10c
230000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,3240.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.6428910060551057,241500.0,66ea59bfbf43
100000.0,2,3,2,58,0,0,0,0,0,0,,44686,45634,46576,47519,51404,2000.0,2000,2000,2000,5000,30000,0,-0.2121637378619286,105000.0,d5f5bb543eba
80000.0,2,1,2,23,-1,-1,-1,-1,-1,-1,390.0,1063,390,741,390,765,1063.0,390,741,390,765,390,0,-0.4960198428653559,84000.0,9559a86ad203
60000.0,2,2,1,41,0,0,0,0,0,0,60255.0,58374,48442,53444,27705,28291,2000.0,2500,1000,2400,1200,2000,0,-0.411820071118789,63000.0,8ecac52ddc80
,1,2,1,35,0,0,0,0,0,0,70480.0,66646,69641,46458,50679,50061,3237.0,4938,1693,5000,2200,1718,0,-0.7232659959353197,,4fe70ed79d42
110000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,115672.0,109892,67912,50994,40652,5785,5085.0,2044,2026,2097,1011,48179,0,-0.423939190368932,115500.0,5c91274818e8
60000.0,1,2,2,26,-1,-1,2,0,-1,2,1396.0,1653,392,502,962,422,1700.0,0,500,1000,0,20417,0,1.2465005058593153,63000.0,345b8ca63185
110000.0,1,2,2,25,0,0,0,0,0,2,34949.0,35686,37086,37967,40551,39749,1600.0,2000,1500,3200,0,1500,0,0.3840375042048615,115500.0,9bda0e62d3c0
120000.0,1,3,1,53,-1,3,2,-1,-1,-1,,632,316,316,316,316,0.0,0,316,316,316,316,0,0.6161094703733024,126000.0,36ef41214aea
280000.0,2,2,2,43,-1,2,2,-2,-2,-2,4172.0,3560,-40,-40,8160,657,0.0,40,0,8200,657,3,0,-1.0511936784063418,294000.0,98a1f6e4236c
50000.0,2,2,2,23,0,0,0,0,0,0,47598.0,40714,38124,19893,20314,18810,2559.0,1969,684,713,672,670,0,-0.4150892678856828,52500.0,971ec5883b26
20000.0,2,1,2,22,-1,-1,-1,-1,-1,-1,2654.0,0,8369,433,1669,7800,0.0,8369,433,1669,7800,9817,0,-3.000982463502203,21000.0,1c33440dc578
240000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,498.0,-2,20517,0,11423,0,0.0,20519,0,11423,0,0,0,0.210033119551881,252000.0,6d8cd2988061
50000.0,1,2,2,22,0,0,0,0,0,0,22616.0,21415,20769,21339,19382,18577,1668.0,1283,853,1000,758,475,0,1.3819016160316373,52500.0,11e981c2841e
200000.0,2,2,2,27,0,0,0,0,0,0,65489.0,41413,40400,25570,10060,8619,4013.0,2684,5625,1020,3044,39777,0,-0.810417759922022,210000.0,878398ffb5d7
320000.0,1,2,2,28,0,0,0,0,0,-1,11639.0,7508,5591,2371,4754,4932,2552.0,2016,0,12,5036,10306,0,-0.4806586450591006,336000.0,db9bdd904326
80000.0,1,1,1,28,0,0,-2,-2,-2,-2,78429.0,0,0,0,0,0,,0,0,0,0,0,0,0.0482377329917746,84000.0,c59cb232bd90
260000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,500.0,10500,10500,10500,10500,10500,10500.0,10500,10500,10500,10500,10500,0,-1.2628184040789854,273000.0,708ba52213a3
80000.0,2,1,1,40,1,-1,-1,-1,-1,-2,0.0,1027,1273,174,-156,-156,2054.0,1273,174,0,0,1000,0,-0.4271762562531628,84000.0,9a94227a6323
100000.0,1,2,1,46,0,0,2,0,0,2,66539.0,71766,69111,64287,67838,66135,7000.0,0,2500,5500,0,3000,0,-0.0799796311403642,105000.0,df5b14c47028
130000.0,2,2,2,31,0,0,0,0,0,0,97544.0,99208,102946,103750,105818,98401,4000.0,5300,3700,3600,3700,3500,0,-1.4820101790038902,136500.0,04b102996714
120000.0,2,2,1,27,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-2.382841545706797,126000.0,54914a51b2ac
90000.0,2,2,1,35,0,0,0,0,0,0,84681.0,81491,81003,68764,67957,69313,3666.0,3914,2774,2620,2640,3000,0,1.0066781641325442,94500.0,72450071eef3
180000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,3231.0,12513,-628,4940,1740,390,15000.0,0,10000,6000,6000,1567,0,-0.0895391201146217,189000.0,e4301955d948
80000.0,2,1,2,31,0,0,0,0,0,0,60542.0,61715,60582,61453,61858,61104,3000.0,2100,2349,2200,2200,2200,0,-1.1083668743915418,84000.0,9b3ed39a0651
230000.0,2,1,2,26,-1,0,-1,-1,-1,-1,17532.0,13033,2688,2688,2688,6393,10000.0,2688,2688,2688,6393,6504,0,0.6132569760879691,241500.0,520303b5b551
,1,2,2,32,0,0,0,0,0,0,176028.0,166336,162100,155584,157988,154366,7063.0,8004,5500,7000,6000,5000,0,1.034688596829468,,91089dd3ac75
210000.0,2,1,2,31,0,0,0,0,0,0,182501.0,187796,190227,127436,129714,131440,9000.0,8000,5000,5000,5000,5000,0,-1.15186043631323,220500.0,e3e188f55e95
20000.0,2,3,1,52,0,0,2,0,0,3,11271.0,13513,12999,14456,16313,15766,2743.0,0,1686,2089,0,0,0,0.0592350379071261,21000.0,f1ee138a1894
20000.0,1,1,2,22,0,0,0,0,0,0,15196.0,16373,17590,18107,18756,19949,1428.0,1500,800,936,2000,797,0,0.1112821888485462,21000.0,8777a042ad5f
280000.0,2,2,2,29,0,0,0,0,-1,-1,61282.0,53394,17644,0,5468,0,7900.0,4157,0,5468,0,330,0,2.476408149513442,294000.0,1bc1a83f9bbf
500000.0,2,1,1,47,0,-1,-1,0,0,2,12943.0,4814,18365,8728,28521,27920,5025.0,18571,5000,20000,0,5000,0,-0.3241475442927593,525000.0,92eaa78ed610
660000.0,1,1,2,40,0,0,0,0,2,0,142417.0,122122,104284,113345,111423,119349,6500.0,6000,15000,0,10000,6000,0,0.3034941319631392,693000.0,8182553da16d
350000.0,2,3,1,49,-1,-1,-1,-1,-1,-1,41069.0,312,34034,1157,8584,2076,,34034,1157,8584,2076,6265,0,-0.8343372066185832,367500.0,270a9a7d4ddf
80000.0,2,2,1,34,0,0,-2,-2,-2,-2,76978.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.2332169865789875,84000.0,f538574df21f
50000.0,2,2,2,22,0,0,0,0,0,0,49100.0,47910,32842,19748,19403,19536,15000.0,2024,5004,1000,1000,1000,0,0.9205099964363233,52500.0,ad042f41e04d
290000.0,1,2,1,39,0,0,0,2,0,0,273270.0,272944,286497,279146,179536,79060,12022.0,24000,3,10023,10000,5000,0,0.0551524212430774,304500.0,c6b2538aec1b
80000.0,2,1,2,27,-1,-1,-1,-2,-1,2,1152.0,7900,0,0,333,183,7900.0,0,0,333,0,1500,0,-1.4568735857036044,84000.0,d3f6ac8734f5
230000.0,1,3,2,29,1,2,2,2,2,2,237332.0,236068,236702,236309,237399,229421,8000.0,10000,9000,9000,0,9100,0,-1.0928994191333028,241500.0,8ce3bec02d52
30000.0,2,2,1,29,2,2,0,0,0,0,26414.0,27189,28235,28669,29355,29913,1500.0,1800,1200,1300,1200,600,0,1.4135679978362614,31500.0,0f584d32068b
200000.0,2,1,2,29,-1,-1,0,0,0,-2,2704.0,4959,5800,6000,0,0,4959.0,1000,200,0,0,0,0,0.90341358806567,210000.0,3b8800ccfa17
50000.0,1,2,1,56,4,3,2,0,0,0,51187.0,50106,48608,19600,20000,0,0.0,0,392,400,0,0,0,-0.4898731091925796,52500.0,2550f3df0ab7
200000.0,2,1,1,47,-2,-2,-2,-2,-2,-2,8000.0,7919,4684,2992,7559,4967,7919.0,4687,3051,7559,4967,4134,0,-0.4834985296038431,210000.0,bb455b6c8383
20000.0,1,2,2,23,0,0,0,-1,-1,2,17821.0,19099,0,1728,1953,1780,2000.0,0,1728,225,0,0,0,1.7415732995032178,21000.0,4ebe4e856947
50000.0,2,3,2,48,0,0,0,0,0,0,45163.0,25870,28027,28007,28770,28929,1500.0,3000,1200,1200,1162,1000,0,0.6481218591803487,52500.0,b921c27c3053
,2,2,2,22,0,0,0,0,2,0,22517.0,24148,25437,28391,27801,28684,,2000,3700,0,1500,1500,0,-0.0081255141104392,,e75efceaf9b3
80000.0,2,2,2,29,0,0,0,0,0,0,,80575,76782,48643,49263,49869,3077.0,2291,1723,1775,1802,1763,0,-0.0599568078425849,84000.0,7868ed2d1104
20000.0,1,2,2,31,1,-1,2,0,0,0,0.0,184,184,5932,7725,7679,184.0,0,5924,2000,2451,0,0,2.234613370835729,21000.0,f50f32e3c5c6
50000.0,2,1,2,29,0,0,0,2,2,2,19930.0,36105,29604,27764,28656,29087,28019.0,13000,0,2000,1000,5000,0,-0.87735392047176,52500.0,f1a0ccc13adb
100000.0,1,1,2,32,0,0,0,0,0,0,84647.0,87369,88489,83639,80893,81643,4085.0,3505,3479,3097,3259,3253,0,0.562036222149173,105000.0,c7d8008f33e5
210000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,18755.0,6122,54832,2233,0,0,6122.0,54832,2351,0,0,0,0,0.386610959251642,220500.0,4ad6a246a283
500000.0,2,1,1,38,1,-2,-1,-1,-2,-1,,0,2331,0,0,2199,0.0,2331,0,0,2199,0,0,-0.3338884457247711,525000.0,a1bf023397be
180000.0,2,1,2,27,-2,-2,-2,-2,-2,-1,168318.0,127111,74197,-19,-19,142176,4163.0,1898,0,0,142195,5100,0,-1.1022460234699325,189000.0,7b8b6647f6b7
490000.0,2,1,1,37,-1,-1,-1,0,0,-1,,77996,274442,233793,49461,12207,77996.0,274526,4693,989,12207,93707,0,-0.27151828379528,514500.0,d319a11178e0
,1,1,2,29,-1,-1,0,0,0,0,1162.0,37702,32617,28814,16478,25349,37719.0,1095,2000,10000,13352,10000,0,2.5276613120241227,,baa6a54dba0b
130000.0,1,1,2,26,0,0,0,0,0,0,87685.0,89577,91199,89446,91336,84756,3300.0,3130,3100,3200,3100,3100,0,0.7694776718740128,136500.0,717cb38e970a
200000.0,2,1,1,58,-1,-1,-1,-1,-1,-2,,5361,6309,385,0,0,5361.0,6309,385,0,0,3390,0,1.87968948547344,210000.0,0a2f8b4bb6e6
180000.0,2,1,2,33,0,0,0,0,0,0,18205.0,22876,26930,29530,47722,2500,5000.0,5000,3000,0,0,2598,0,0.5858989153056475,189000.0,e6379f790b50
190000.0,2,2,3,29,1,-2,-1,0,0,0,0.0,0,306,306,306,0,0.0,306,0,0,0,0,0,-0.241722944696429,199500.0,0e399ff37c2c
140000.0,1,3,2,29,0,0,0,0,0,0,,142239,142140,142111,194934,95484,5600.0,6150,5900,4000,4000,50000,0,0.5608445971006973,147000.0,c229fa54c522
420000.0,2,1,2,28,0,0,0,0,0,0,57707.0,133661,135987,134719,135426,111697,86000.0,7000,4500,5000,4000,3500,0,0.7910689558253658,441000.0,d1de4364fe0c
180000.0,2,1,2,-6,-1,-1,-1,-1,-1,-1,10447.0,18006,4815,10060,49264,5983,18006.0,5860,11470,49613,5983,7133,0,-0.5435218613508029,189000.0,d9eea3f08d84
290000.0,1,2,2,27,0,0,0,0,0,0,,216678,205930,209010,213471,217561,9323.0,9000,8000,8000,7800,8238,0,-0.1365677065697275,304500.0,9bd30342fd4a
190000.0,2,1,2,40,0,0,0,0,0,0,78388.0,80740,83134,96310,98411,107391,3600.0,4000,14000,3000,10000,4000,0,-0.3798785815551947,199500.0,93f999005da6
360000.0,1,1,1,39,-1,2,-1,-1,0,-1,,264,2193,528,264,264,0.0,2193,528,0,264,264,0,-1.783983221802482,378000.0,1f7ebbfc9f6b
260000.0,2,2,1,32,0,0,0,0,0,0,200581.0,196761,78041,55871,28775,27497,7651.0,1765,1304,772,930,901,0,0.8299560884236188,273000.0,e801659ee4a6
20000.0,1,3,1,54,1,2,0,0,0,0,19420.0,19810,20037,19640,15378,7284,1000.0,1400,393,308,1000,0,0,-0.8668842347653771,21000.0,1a68963b6b4c
50000.0,1,3,1,51,0,0,0,0,0,0,19438.0,20696,19533,17328,14614,15573,2003.0,2003,1500,1000,2000,2000,0,0.2982159383020131,52500.0,ac3fb2fa9b7d
250000.0,1,1,1,55,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,,0,0,0,0,3861,0,2.200458010376957,262500.0,068fa103b72a
30000.0,99,2,1,26,-2,-2,-2,-2,-2,-2,-32.0,5588,1200,2444,2309,0,11208.0,1211,2444,2615,0,0,0,-1.4814504552869876,31500.0,a55a77281f24
460000.0,1,2,2,29,0,0,0,0,0,0,396155.0,367501,257836,388058,324478,313547,15299.0,7524,324097,12039,12006,12272,0,-0.9541614644789213,483000.0,13524f6b095f
80000.0,1,2,2,26,0,0,0,0,0,0,80233.0,79849,77796,30300,29922,29120,4000.0,2300,1300,1300,1500,1500,0,-0.4172325661097107,84000.0,2d7ddcd419c0
60000.0,2,2,1,34,1,2,2,2,2,3,5601.0,5366,6772,6515,7906,7487,0.0,1500,0,1500,0,0,0,1.214849360236917,63000.0,35dc162484de
,2,2,2,25,0,0,0,0,0,0,67798.0,69206,70057,71886,73724,75498,3100.0,2600,3000,3000,3000,6500,0,-1.2991313128873714,,5672097b893f
50000.0,2,2,2,33,0,0,0,0,0,0,27080.0,23365,24962,25557,26156,26032,1500.0,2000,1000,1000,1000,1000,0,-0.0928462157834983,52500.0,04e4a30a0f04
50000.0,1,3,2,49,0,0,0,0,0,0,50693.0,43217,32829,26811,24477,24177,,1677,900,1023,1024,1016,0,-0.3905764768039462,52500.0,a71ac08732a2
360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.5618515284798339,378000.0,efb7f7ac6a48
230000.0,2,1,2,28,0,0,0,-1,0,0,106984.0,102650,0,30866,32332,30480,4650.0,0,30866,2000,2000,2000,0,0.4169260216162062,241500.0,88578c24ee05
,2,2,1,39,-1,-1,-1,0,0,0,9000.0,2831,68105,95615,123931,151559,2831.0,68116,30800,30000,30000,10000,0,-1.1047287952672131,,64a1084890db
110000.0,2,2,1,26,0,0,0,0,0,0,81700.0,84584,60379,64369,66400,68294,5000.0,3000,5000,4000,3000,3000,0,-0.5867634799118968,115500.0,9a4cf1e345c5
300000.0,2,1,2,28,0,0,0,0,-1,0,4553.0,4042,2060,0,78794,80385,1033.0,1000,0,78794,2900,3000,0,0.0771496837765229,315000.0,a96f9d7f037d
200000.0,1,3,1,65,0,0,0,0,0,0,183653.0,167157,144218,137975,132600,121028,7130.0,6611,4282,4367,4079,3664,0,-2.067094621644066,210000.0,cc9bd6c6390d
220000.0,1,2,2,28,0,0,0,0,0,0,223773.0,223304,221631,182629,165314,161971,8391.0,9000,6901,6000,6000,6435,0,0.6852391082563584,231000.0,7b805c64f6e0
90000.0,2,3,1,44,-1,0,0,-1,-1,-1,2579.0,2516,0,298,659,636,2514.0,0,298,659,636,1012,0,-0.9555902684068274,94500.0,93c685af6802
210000.0,2,2,1,44,0,0,0,0,0,0,89755.0,90031,70660,71172,71844,69923,3600.0,3100,2900,2600,2700,4000,0,1.4616498534450375,220500.0,22067cf703f3
500000.0,1,1,2,30,-2,-2,-1,0,-1,-1,81252.0,14979,26089,13333,13256,106200,,27243,1000,13256,106354,213405,0,0.4293741835100087,525000.0,4a5a354449e8
160000.0,2,1,2,33,-1,-1,-1,-1,-2,-2,6113.0,980,11140,2659,14336,16533,980.0,11490,2673,14558,16615,1787,0,-0.6261458055059417,168000.0,bda612be3bc9
,2,1,1,46,0,0,0,0,0,0,141530.0,130248,133547,134346,133933,137585,7000.0,7004,5013,5000,6000,5000,0,0.0499282587527416,,81dec65a5098
120000.0,2,1,1,41,0,0,0,0,0,0,23331.0,12125,13903,13858,14777,46061,5000.0,5000,5000,5000,10000,6000,0,-0.0140639804337892,126000.0,ed7f9c05bbc9
80000.0,1,2,2,46,0,0,0,0,0,0,44302.0,45311,46321,47259,48230,49351,1192.0,1202,1135,1165,1326,2204,0,-0.3386006171097954,84000.0,9f88dcfe8bac
240000.0,2,2,1,37,0,0,0,-2,-2,-2,56331.0,13594,0,0,0,0,3004.0,0,0,0,0,0,0,-0.186448594453363,252000.0,dd317aeca022
170000.0,2,1,2,29,0,0,0,0,0,0,49341.0,49227,51798,53332,56303,59198,4000.0,4000,3000,4000,4000,4000,0,-0.8845993034473469,178500.0,c1d6e4fc7422
