genre,pays,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,churn,jour_semaine,mois,age_groupe
Homme,Belgique,16868.144193618682,Standard,1.8,13,0,4,3,60+
Homme,France,36147.63861482746,Standard,21.3,28,1,6,4,40-50
Homme,Maroc,33747.35406967457,Premium,9.0,22,0,0,5,60+
Femme,Belgique,34324.990668900195,Standard,17.0,18,1,3,4,30-40
Homme,Maroc,34073.61208345283,Standard,11.2,15,1,2,5,30-40
Homme,Algérie,,Familial,17.6,22,0,3,1,40-50
Femme,Maroc,31692.184444927447,Standard,23.6,26,0,0,7,60+
Homme,France,35379.94791030061,Familial,92.1,23,0,3,6,40-50
Femme,Canada,26882.526488834137,Premium,3.4,21,0,4,2,40-50
Femme,Canada,24953.036069184738,Standard,11.8,34,1,5,5,20-30
Homme,Belgique,41809.67163842468,Standard,6.7,16,0,5,4,60+
Homme,Maroc,38251.70727405831,Premium,4.1,25,0,6,3,20-30
Homme,France,32102.45022896051,Premium,8.4,27,0,2,1,<20
Femme,Canada,51249.58118641624,Standard,0.1,21,0,3,5,
Femme,Canada,,Premium,1.1,31,0,5,2,<20
Homme,Algérie,42202.417226889025,,2.3,32,0,5,1,30-40
Femme,Belgique,52690.67078820014,Premium,18.8,21,0,5,3,
Homme,Canada,48988.77065771168,Premium,82.3,22,0,4,3,60+
Homme,Maroc,53199.98858003963,Premium,23.7,23,0,2,5,40-50
Homme,Belgique,34240.816156930465,Familial,2.5,24,0,2,7,20-30
Femme,Belgique,34897.77295510319,Standard,7.8,23,1,4,4,<20
Homme,Belgique,34269.190567920086,Premium,6.2,35,0,4,1,60+
Homme,France,11638.221485604454,Standard,2.4,21,0,4,5,30-40
Femme,Maroc,15619.949834325873,Standard,11.5,28,0,5,1,20-30
Femme,Maroc,26636.68177830049,,16.0,28,0,1,1,20-30
Femme,Algérie,41038.48975657772,Familial,,21,0,1,3,40-50
Non précisé,Belgique,47537.42114818144,Premium,19.0,28,0,0,4,50-60
Homme,France,38671.84049976016,Standard,4.2,23,0,3,2,60+
Femme,Belgique,49965.959988606635,Premium,43.1,31,0,0,4,50-60
Homme,Canada,45430.681752498655,Familial,6.5,24,1,3,6,20-30
Femme,France,18186.443331761202,Familial,16.0,17,0,3,2,40-50
Homme,Belgique,37449.313445570704,Standard,3.2,22,0,0,4,50-60
Homme,Algérie,53790.39700830527,Standard,9.8,29,0,1,5,<20
Homme,France,59704.73738691109,Premium,1.4,19,1,6,1,20-30
Homme,Maroc,33735.85849202052,Premium,3.3,18,0,1,3,40-50
Homme,Canada,,Standard,29.1,26,0,4,4,20-30
Femme,France,41921.840937796034,Premium,11.7,26,1,5,6,40-50
Homme,Maroc,48359.61508296229,Standard,,30,0,1,2,20-30
Femme,Canada,49333.501457053244,Standard,,16,1,4,1,40-50
Femme,Belgique,43098.11448934487,,15.5,27,0,1,6,
Femme,Algérie,34110.38595148778,Standard,12.4,29,1,0,2,20-30
Homme,Canada,44234.38741629176,Familial,3.4,25,0,6,5,40-50
Homme,Algérie,43203.75223568403,Familial,19.6,23,1,1,3,60+
Homme,Belgique,33532.67167233151,Standard,30.9,24,0,4,3,60+
Homme,Belgique,68550.64637467546,Standard,47.1,33,1,6,3,20-30
Homme,Belgique,42622.13070532174,Standard,13.6,31,0,5,6,40-50
Homme,Canada,47508.57808759826,Premium,9.3,16,1,2,7,20-30
Femme,Canada,65387.10176441841,Premium,0.6,17,0,6,3,40-50
Femme,Canada,50829.88204717145,Premium,21.0,30,0,0,2,
Homme,Algérie,35073.83272141234,Standard,0.6,27,1,2,3,30-40
Homme,Maroc,47118.825668127836,Premium,15.6,20,1,6,1,20-30
Femme,Maroc,45967.35768292462,Standard,31.1,26,0,5,7,60+
Femme,Maroc,34911.47286069365,Premium,44.6,28,0,0,5,50-60
Homme,Belgique,45485.681150544544,,30.3,27,0,2,5,<20
Homme,Belgique,36669.82710310079,Standard,2.7,31,1,5,3,30-40
Femme,Maroc,49120.34515472821,Premium,0.9,27,0,1,5,<20
Femme,Maroc,37411.91727589683,Premium,20.9,27,1,2,3,50-60
Femme,Belgique,,Familial,28.0,27,0,4,2,
Homme,Canada,37892.4072059355,,4.2,35,0,1,2,40-50
Homme,Canada,50095.99772079568,Standard,,16,1,1,5,20-30
Homme,Algérie,27668.00947537713,Standard,0.0,28,1,2,2,50-60
Homme,Maroc,69625.25938505241,Premium,59.7,32,0,6,6,50-60
Femme,France,24621.689916977517,Premium,2.3,19,0,5,6,20-30
Femme,Algérie,64872.45834976018,Standard,1.3,34,0,2,6,30-40
Homme,Canada,49584.188946839815,Premium,3.3,31,0,1,2,30-40
Femme,France,29085.99538849543,Standard,3.6,30,0,5,7,50-60
Non précisé,Algérie,44497.62605282446,Familial,23.0,20,0,3,5,40-50
Homme,Belgique,21347.61269060006,Standard,62.9,27,1,6,4,60+
Femme,Belgique,,Standard,3.8,37,0,4,1,30-40
Femme,Belgique,43623.13405297573,Premium,4.9,30,0,3,1,30-40
Femme,Belgique,,Standard,14.1,30,0,5,4,60+
Homme,Maroc,31436.018228208657,Standard,15.1,25,0,1,3,40-50
Femme,Maroc,48524.49774961238,Familial,19.8,20,1,6,4,40-50
Homme,Maroc,41570.93117811757,Standard,9.0,30,0,0,5,50-60
Femme,Canada,29882.853969103522,Familial,21.0,19,1,6,2,50-60
Homme,Canada,48711.535029347804,Premium,18.0,17,0,6,3,60+
Femme,France,50736.653925255065,Standard,2.5,31,1,5,6,50-60
Femme,Belgique,29461.603807601346,Premium,34.9,20,0,5,5,30-40
Homme,Belgique,34645.692993563076,Standard,12.9,27,1,0,3,40-50
Femme,Canada,47104.433605531834,Standard,19.6,29,0,3,4,40-50
Femme,Belgique,,Premium,2.7,24,1,3,1,20-30
Homme,Canada,42764.80292883607,Premium,17.9,32,0,6,3,30-40
Femme,France,25308.58500592966,Standard,1.1,28,1,0,3,30-40
Homme,Canada,47150.886461093076,Standard,3.4,27,0,1,4,40-50
Homme,Maroc,42337.66338356385,Premium,9.4,32,0,4,2,20-30
Femme,Canada,52986.76353812669,Premium,15.5,25,0,1,5,60+
Femme,Algérie,44332.72863545792,Standard,2.5,26,0,6,7,
Femme,France,31712.95659816977,Premium,0.0,23,0,3,4,20-30
Homme,Belgique,32233.662932655516,Premium,3.0,21,0,1,1,60+
Femme,Belgique,58022.91624188318,Standard,7.1,20,0,4,4,30-40
Homme,Algérie,40647.481628423186,Standard,1.6,19,0,5,5,60+
Homme,France,48699.53618805232,Premium,2.3,32,0,1,1,40-50
Homme,Maroc,34490.113320763405,Familial,13.7,20,0,6,5,50-60
Homme,Algérie,37339.42317770597,Premium,29.9,24,0,4,3,20-30
Homme,France,24607.19723841482,Standard,1.2,30,1,4,7,60+
Femme,France,49933.92408156702,Premium,30.9,18,0,1,1,60+
Femme,Belgique,57092.827941473566,Familial,4.0,23,0,0,3,60+
Homme,Algérie,33333.73580125411,Standard,10.6,28,0,6,4,60+
Homme,France,21168.711946548854,Standard,26.5,22,1,3,2,60+
Femme,Canada,38704.55643803209,Premium,3.8,34,0,0,5,30-40
Femme,Canada,24031.17868052209,Standard,10.0,34,0,5,5,20-30
Femme,Algérie,27260.549246625433,Standard,39.4,31,0,5,3,50-60
Homme,France,,Standard,2.8,27,0,1,1,
Homme,Algérie,47958.80373181367,Standard,3.1,21,0,1,5,50-60
Femme,Canada,55944.20549149937,Premium,24.6,31,0,1,3,50-60
Non précisé,Belgique,18690.312459024648,Standard,17.1,21,0,6,3,40-50
Homme,Canada,50572.5671728908,Standard,6.7,21,0,4,5,40-50
Femme,France,33575.54594149164,Premium,3.6,23,0,0,1,<20
Femme,Belgique,33400.862327824216,,2.5,22,0,1,4,40-50
Homme,Belgique,43225.9777739982,Premium,18.3,20,0,4,4,50-60
Homme,Canada,30653.35659559533,Standard,11.6,20,0,0,5,60+
Homme,Algérie,30844.049290035,Premium,5.8,28,0,1,3,20-30
Homme,Maroc,51425.89503728149,Standard,1.5,25,0,1,4,20-30
Homme,Maroc,37500.434559074485,Premium,16.5,24,0,3,6,60+
Homme,Maroc,30043.182767903272,Standard,11.9,34,0,2,4,
Non précisé,Maroc,36565.206894527684,Familial,77.3,23,0,2,1,20-30
Homme,France,33950.95803212505,Familial,2.2,28,0,5,1,60+
Femme,Algérie,34648.61486848616,,21.4,24,0,6,2,50-60
Femme,Belgique,58334.3918404242,Standard,7.9,21,0,1,1,50-60
Femme,Canada,27691.278238569867,Premium,9.3,24,0,5,5,<20
Femme,France,53518.75219473163,Standard,15.4,19,0,6,2,40-50
Femme,France,51255.785296470785,Standard,13.6,32,0,0,4,60+
Femme,France,37223.63937855794,,18.2,17,1,1,5,30-40
Homme,Algérie,39449.68209500778,Premium,19.3,21,0,0,5,20-30
Homme,Canada,42474.667479369506,Standard,15.1,25,0,2,4,50-60
Femme,France,23166.101546868205,Standard,,30,0,2,7,30-40
Homme,France,31925.756506655947,Standard,2.0,21,0,0,6,20-30
Femme,France,48967.433757033024,Standard,13.9,25,0,4,5,<20
Homme,France,52192.95410962823,Standard,2.5,24,0,3,5,20-30
Homme,Belgique,23788.647942767544,Standard,2.7,25,0,6,4,<20
Femme,Canada,31226.441690857642,Familial,2.8,18,1,6,3,60+
Femme,Belgique,41694.12931019183,Familial,22.3,29,1,6,6,20-30
Femme,Belgique,,Standard,21.1,24,1,4,7,30-40
Femme,Belgique,33468.15608643378,Premium,31.3,24,1,3,5,30-40
Femme,Maroc,51325.44802638443,Premium,15.0,25,0,2,7,50-60
Homme,Algérie,38853.361970987695,Premium,7.8,28,1,3,2,40-50
Non précisé,Maroc,37080.27816630423,Premium,16.3,34,0,4,5,30-40
Homme,Belgique,31108.266296127702,Premium,40.8,29,1,3,6,<20
Non précisé,Belgique,37493.129645915615,Standard,0.6,27,1,2,7,50-60
Homme,France,59213.37203417133,Standard,22.7,20,0,0,4,50-60
Femme,Belgique,,Standard,17.7,22,0,5,6,40-50
Non précisé,Algérie,26919.3419708744,Premium,50.0,24,1,1,6,40-50
Homme,Algérie,47400.61200826526,Standard,14.3,20,0,5,2,40-50
Femme,Maroc,65896.08897385848,,120.5,23,1,0,6,30-40
Homme,France,51932.43516121158,Familial,7.6,33,0,6,6,20-30
Femme,Maroc,66248.70005508853,Premium,6.7,23,1,6,4,40-50
Femme,Belgique,48681.53910225622,Premium,6.7,31,0,5,3,20-30
Homme,Algérie,67542.9249652838,Premium,,30,0,5,1,50-60
Homme,France,38483.93568924266,Standard,6.9,24,0,2,5,20-30
Non précisé,France,,Standard,3.6,29,0,6,2,50-60
Femme,Canada,25152.11179350813,Standard,2.9,26,0,3,1,60+
Homme,Belgique,,,23.1,20,1,0,6,50-60
Homme,Belgique,26264.496240853834,Premium,11.2,35,1,4,1,20-30
Femme,Maroc,36070.76848654601,Premium,5.4,37,1,2,4,30-40
Homme,Belgique,21713.65729945381,Premium,0.4,23,0,5,2,50-60
Femme,Belgique,33872.70076198357,Standard,36.5,21,1,0,3,30-40
Homme,Maroc,46454.763998748414,Standard,,26,0,5,2,<20
Femme,Belgique,30591.056393873303,Familial,0.1,19,0,2,1,60+
Homme,Algérie,38143.885018954345,Standard,31.1,30,0,6,4,20-30
Femme,Maroc,32385.374566846345,Standard,,23,0,1,4,40-50
Femme,Maroc,46578.764234546856,Standard,28.5,32,0,0,6,60+
Femme,Maroc,44104.8899136577,Standard,13.5,29,0,5,5,50-60
Femme,Canada,42134.06939038357,Premium,14.9,28,1,0,3,20-30
Homme,Maroc,44982.64371301239,Premium,12.7,38,0,0,6,40-50
Homme,Algérie,37613.56947325945,Standard,12.2,25,1,0,5,40-50
Femme,Maroc,41450.96586166975,Premium,2.9,26,1,5,1,50-60
Homme,Maroc,39017.82872434009,Standard,4.6,20,0,1,2,50-60
Homme,Canada,57026.944351426995,,21.7,28,0,0,3,
Femme,Canada,22595.872570875636,Premium,31.6,20,0,1,5,30-40
Femme,Belgique,40556.61529907726,Premium,16.1,18,0,6,7,60+
Femme,Belgique,40761.950717299405,Premium,1.1,27,0,0,3,<20
Homme,Canada,52141.88541231036,Familial,4.1,21,1,6,6,
Femme,Belgique,44999.98071937897,Premium,0.2,17,0,0,4,20-30
Homme,Canada,25927.62351792415,Standard,0.4,27,0,1,1,20-30
Homme,Algérie,28540.967714930855,,5.5,20,1,3,4,20-30
Femme,Algérie,56572.50069973599,Premium,,29,0,1,3,60+
Femme,France,53913.63596407167,Standard,14.4,22,1,2,6,20-30
Femme,Belgique,,Standard,15.2,27,0,4,2,20-30
Femme,Belgique,42759.45275976228,Premium,17.1,22,0,5,6,60+
Homme,France,33490.160379340225,Premium,15.1,19,0,1,4,50-60
Femme,Algérie,39409.484400058675,Standard,1.6,28,0,5,1,20-30
Homme,Belgique,44433.06300792184,Familial,37.7,22,0,0,7,20-30
Femme,Canada,54777.5758657675,Familial,28.3,18,0,6,6,40-50
Homme,Algérie,53974.538828277924,Standard,2.2,23,0,0,4,30-40
Homme,France,36248.49698669934,Standard,17.1,21,1,2,2,60+
Homme,Algérie,,Standard,27.1,30,1,6,3,20-30
Femme,Belgique,55496.96736648377,Premium,24.7,22,0,2,3,40-50
Femme,Maroc,39530.13769269608,Premium,16.4,24,1,1,3,60+
Femme,Maroc,49896.206641623576,Standard,21.2,30,0,5,1,30-40
Homme,France,57999.64969592849,Premium,30.3,30,0,4,5,30-40
Homme,Maroc,34636.00049962654,Standard,23.2,23,1,4,4,50-60
Homme,France,68118.57914987762,Familial,16.7,30,0,4,6,60+
Homme,Algérie,,Standard,4.2,29,0,5,6,30-40
Femme,France,60478.524341829165,Premium,9.5,27,0,3,1,40-50
Homme,Canada,55831.496001866355,Premium,0.1,18,0,1,4,60+
Homme,Canada,49819.016863813,Standard,4.3,18,0,5,4,<20
Femme,Belgique,39214.08047378367,Familial,14.0,18,0,4,1,30-40
Femme,Belgique,30287.70539453666,Premium,5.8,23,0,1,6,60+
Femme,Maroc,39064.87470333792,Premium,,19,0,6,6,40-50
Homme,Algérie,43196.887431112846,Premium,,23,1,1,5,30-40
Homme,Belgique,37347.259856367375,Premium,16.5,30,0,2,3,60+
Femme,Algérie,41859.8048479968,Standard,25.2,22,0,1,7,30-40
Homme,Belgique,16012.212803183818,Premium,32.6,25,0,2,2,40-50
Homme,Maroc,35296.01287807844,Standard,3.7,19,0,2,1,60+
Homme,Belgique,10176.16238987734,Premium,8.8,28,1,3,4,20-30
Homme,Canada,30025.223257450576,Standard,35.3,21,0,1,6,50-60
Homme,Maroc,,Premium,57.6,24,0,4,5,20-30
Homme,France,44407.72670804738,Standard,15.9,24,0,6,2,50-60
Femme,Canada,29305.97479427212,Premium,65.0,31,1,6,1,20-30
Homme,Maroc,36298.36580860995,Standard,7.5,17,0,0,5,50-60
Femme,France,31537.131570889553,Standard,52.8,33,0,3,3,60+
Femme,France,52311.30351262079,Standard,14.8,20,0,1,6,40-50
Femme,France,39767.79518899736,Premium,13.5,22,0,2,1,60+
Femme,Canada,62882.32181004088,Premium,0.4,25,1,4,6,30-40
Femme,France,31698.42748972995,Standard,13.8,32,0,3,6,20-30
Femme,Maroc,44405.467952971,Premium,2.6,23,0,3,6,50-60
Femme,Belgique,,Standard,10.9,33,0,4,6,50-60
Femme,Maroc,28560.81747676434,Premium,2.0,32,0,5,5,60+
Femme,Canada,28329.452262185172,Premium,11.4,38,1,4,1,50-60
Homme,France,40852.811673900804,Premium,23.0,18,0,6,2,50-60
Non précisé,Maroc,66530.21205507035,Premium,10.2,28,0,4,3,20-30
Femme,Belgique,67490.5656650378,,3.1,25,0,3,2,30-40
Femme,Maroc,37910.470570612466,Premium,18.8,24,0,4,6,60+
Homme,Maroc,47592.025848759986,Premium,47.1,35,0,0,6,20-30
Homme,Belgique,33806.57269356735,Standard,12.5,24,0,5,5,
Femme,Belgique,21021.29125062048,Premium,16.5,30,0,5,6,60+
Homme,Maroc,32894.61216789324,Standard,3.7,26,0,3,3,40-50
Femme,Maroc,26257.051055083397,Premium,25.9,26,0,2,7,20-30
Homme,Maroc,19527.239569033954,Premium,13.1,34,0,6,4,30-40
Homme,Canada,22986.368411152776,Standard,1.1,34,1,3,1,30-40
Femme,Algérie,52634.14456069324,Standard,6.0,27,0,3,2,20-30
Homme,Algérie,45868.525247628815,Premium,7.0,29,0,4,6,40-50
Homme,Belgique,,Premium,1.9,18,0,0,5,20-30
Homme,Algérie,37549.33913585397,Standard,3.5,37,0,6,5,30-40
Homme,Belgique,51249.88948976217,Premium,17.6,31,1,6,5,60+
Homme,Algérie,30550.694772698334,Standard,5.7,25,0,1,3,50-60
Homme,Belgique,27647.911046412977,,6.6,24,1,2,2,20-30
Homme,Algérie,45657.98323893002,,11.7,30,0,1,6,50-60
Homme,Maroc,43103.34966365443,Standard,1.0,31,0,4,3,30-40
Homme,Belgique,20631.09762258252,Standard,29.8,27,1,2,4,40-50
Femme,Algérie,34731.62414844179,Familial,7.5,27,0,3,3,20-30
Femme,Algérie,60336.45317927094,Premium,2.6,24,0,0,5,60+
Femme,Belgique,53075.6884465399,Premium,6.4,25,0,1,7,30-40
Femme,France,44856.95574165399,Familial,11.9,25,0,1,1,40-50
Femme,France,13241.91648628795,Premium,5.1,28,0,0,5,30-40
Homme,Belgique,24979.63015438259,Standard,12.2,29,0,6,3,40-50
Homme,Belgique,41095.15399906602,Standard,10.1,20,1,1,2,20-30
Femme,Canada,,Standard,14.7,23,0,2,6,20-30
Femme,Canada,41764.12762530745,,3.3,28,0,0,3,60+
Femme,Belgique,30461.122474563406,Standard,0.7,26,0,6,3,30-40
Femme,France,43994.10553871163,Standard,4.6,21,1,5,1,30-40
Homme,Maroc,62075.067218572534,Standard,4.0,20,0,2,5,30-40
Femme,Maroc,41545.9840653173,Standard,33.4,31,1,4,5,50-60
Femme,Algérie,54181.439821384614,Familial,68.9,19,0,5,5,20-30
Homme,Belgique,41524.29412819428,Premium,8.1,19,1,1,4,30-40
Femme,Maroc,25864.302227059303,Premium,47.7,23,0,1,4,50-60
Homme,Belgique,33299.972667594215,Premium,22.2,33,0,0,6,20-30
Femme,Canada,34459.41132014494,Standard,7.0,17,1,3,6,20-30
Homme,France,31282.991770025234,Premium,3.0,21,0,5,3,60+
Femme,Algérie,22866.668268992395,,0.3,23,0,6,2,20-30
Homme,France,33602.76650966485,Standard,6.1,22,1,2,3,50-60
Femme,France,28420.698538234315,Standard,,25,0,1,3,60+
Femme,Algérie,36584.03000986191,Familial,8.4,23,0,5,1,<20
Femme,Canada,50953.95363482252,Familial,5.4,27,1,1,3,40-50
Femme,Belgique,,Standard,6.4,25,1,6,4,50-60
Femme,Algérie,41360.09225299199,Standard,1.9,26,0,5,1,40-50
Femme,France,47614.77014044162,Premium,8.3,27,1,4,5,60+
Femme,Canada,22102.991369814845,,32.1,28,0,1,2,<20
Femme,Maroc,24933.013924434403,Standard,71.1,26,0,3,2,40-50
Femme,Belgique,36902.22626238024,Premium,,23,0,0,2,20-30
Femme,Algérie,55702.550077792395,Familial,5.9,28,0,4,3,40-50
Femme,France,55508.0787389909,Premium,6.2,27,0,3,3,20-30
Femme,Canada,45001.67342775316,Familial,15.2,29,0,3,3,60+
Homme,Canada,27126.23992062191,Standard,8.7,23,1,3,5,60+
Homme,Maroc,,Premium,8.5,20,1,4,1,30-40
Femme,Belgique,54397.98280082226,Premium,3.9,30,0,3,1,60+
Femme,Algérie,42877.968147496176,Familial,33.4,20,0,4,5,50-60
Homme,Canada,49865.27451161731,Familial,3.1,26,1,0,5,30-40
Homme,Canada,35297.444391309626,,9.8,16,0,4,6,50-60
Femme,Canada,35434.676113753136,Premium,8.7,18,0,0,6,<20
Femme,Belgique,,Premium,15.0,25,0,3,1,40-50
Femme,France,41705.23707691578,Standard,13.7,23,0,2,6,60+
Homme,Algérie,48098.92435330943,Standard,32.1,27,0,0,2,50-60
Homme,Maroc,35067.40523474363,Standard,49.3,23,0,2,5,20-30
Femme,Algérie,51714.79282430198,Premium,8.7,23,0,4,4,30-40
Non précisé,Canada,47445.95702167887,Standard,20.0,18,0,3,2,60+
Homme,France,35250.03278164558,Standard,11.1,25,0,6,3,20-30
Homme,Canada,56268.2194980405,Familial,1.5,23,1,1,5,20-30
Femme,Maroc,56663.4320918755,Premium,0.7,20,0,5,4,50-60
Homme,Belgique,37951.73803747055,Premium,17.1,27,0,3,2,60+
Femme,Algérie,48091.730253691516,Familial,25.4,21,0,2,6,20-30
Homme,Algérie,55240.348976840054,Premium,1.2,33,0,0,6,30-40
Homme,Belgique,35767.35618221707,Premium,7.0,22,1,5,1,60+
Homme,Canada,27779.815218503743,Familial,16.7,27,0,6,6,60+
Femme,Algérie,41640.16992985099,Standard,1.7,27,0,1,2,20-30
Homme,Maroc,40557.74143956519,Standard,4.9,21,0,3,3,50-60
Femme,Belgique,64206.59465248091,Premium,39.7,26,0,2,1,<20
Homme,Maroc,71987.31690340226,Standard,4.1,19,0,5,2,20-30
Homme,Maroc,49733.23019926983,Standard,,25,1,3,2,50-60
Femme,Maroc,57132.57792174777,Premium,30.3,23,0,3,6,40-50
Femme,Canada,30276.81186975304,Premium,9.3,29,0,2,1,40-50
Femme,France,32364.987804733308,Standard,13.8,24,0,3,5,40-50
Femme,Belgique,66270.2111979405,Familial,3.8,22,1,6,1,50-60
Femme,Canada,26682.032800375167,Familial,8.0,26,0,3,2,40-50
Homme,Algérie,,Standard,5.7,19,0,2,6,20-30
Femme,France,19127.412462337328,Standard,11.0,23,1,4,5,60+
Homme,France,47289.60788927408,Standard,13.4,23,0,1,2,50-60
Femme,Belgique,32775.85128753143,Familial,41.1,27,1,0,5,20-30
Non précisé,Algérie,37254.41210994273,Standard,3.0,30,0,5,5,40-50
Femme,Canada,46478.081856072175,Familial,1.6,26,0,3,4,40-50
Femme,Belgique,55456.84576047138,Familial,7.6,26,0,6,6,40-50
Femme,Canada,40480.608102237944,Familial,2.3,29,1,1,4,40-50
Homme,Maroc,,Standard,0.3,18,0,6,2,30-40
Femme,Algérie,49707.917852682855,Familial,2.7,16,1,5,2,60+
Homme,Belgique,45184.64506419904,Premium,40.9,26,1,1,4,50-60
Homme,Maroc,56902.668794108664,Premium,2.6,24,0,2,3,30-40
Homme,Algérie,55588.10988325489,Standard,14.8,18,0,3,5,20-30
Non précisé,France,50099.00301718316,Standard,2.0,19,0,2,6,30-40
Femme,Belgique,38619.505599598626,Standard,2.5,30,1,5,4,20-30
Homme,Belgique,57274.30562141709,Familial,12.2,21,1,2,2,30-40
Homme,Algérie,31787.18368020464,Standard,0.5,26,1,1,2,50-60
Femme,Algérie,,Standard,16.4,39,0,1,7,60+
Homme,Algérie,40311.273055712016,Premium,0.7,19,0,5,2,60+
Femme,Canada,58513.63863972231,Premium,1.6,24,0,1,2,50-60
Femme,Algérie,39718.075687193676,Standard,1.4,29,0,6,3,30-40
Homme,Algérie,39295.57361043256,Premium,43.7,28,1,4,5,40-50
Femme,France,24823.650506813927,Standard,5.5,33,0,5,1,60+
Femme,Canada,33175.7176052321,Standard,22.3,31,0,3,5,60+
Femme,Canada,,Premium,3.0,30,0,5,3,60+
Femme,France,37857.974287974204,Familial,20.3,19,0,5,1,<20
Non précisé,France,29907.777355396433,Standard,1.2,15,0,0,6,60+
Femme,Algérie,35249.09054084334,Standard,7.9,26,0,5,1,60+
Femme,Canada,35689.803010141346,Familial,1.1,25,0,3,2,20-30
Homme,Canada,31156.084164565178,Standard,7.5,26,1,4,3,20-30
Homme,Belgique,28822.14391599902,Standard,4.0,27,1,2,5,30-40
Homme,Canada,25441.363714522166,Premium,16.1,26,0,3,2,30-40
Homme,Algérie,29558.17657016679,Premium,17.0,23,0,5,5,20-30
Femme,Belgique,55819.270630311155,Standard,21.5,29,1,6,1,30-40
Femme,Algérie,40337.14253116355,Premium,10.4,29,0,1,6,30-40
Femme,Belgique,12250.349685362402,Standard,1.4,22,0,2,6,20-30
Homme,Algérie,,Premium,1.0,26,0,4,3,60+
Femme,Canada,57900.7777502936,Familial,11.0,27,1,6,3,20-30
Homme,Belgique,33758.5879222753,Premium,6.8,30,0,4,4,50-60
Homme,Belgique,22381.43085764974,Standard,2.4,36,1,2,2,50-60
Homme,Maroc,40594.2985492951,Familial,10.4,22,0,6,2,20-30
Non précisé,Belgique,55736.71873206994,Standard,24.7,20,0,6,3,50-60
Homme,Canada,75618.24428829146,,17.1,15,0,6,6,
Femme,Canada,42217.33623416862,Premium,30.7,24,0,0,3,30-40
Homme,France,52111.32077149322,Familial,9.2,25,0,3,2,
Homme,France,47769.72823942713,Premium,2.2,31,0,2,5,
Homme,Maroc,35586.234541545266,Familial,11.8,27,0,0,7,60+
Homme,Maroc,31903.46005789209,Premium,3.6,28,1,6,6,<20
Homme,Maroc,22784.550747867892,Standard,37.3,17,0,5,4,30-40
Homme,Canada,52513.14969252574,Standard,5.8,19,0,1,4,50-60
Femme,Algérie,38971.56181978886,Standard,12.3,20,0,5,2,50-60
Homme,Maroc,20921.26129264292,Premium,26.2,21,1,1,4,50-60
Femme,Algérie,58048.075266576394,Standard,8.6,20,0,2,2,50-60
Non précisé,Belgique,25259.203199741936,Familial,8.1,30,0,5,4,50-60
Femme,Belgique,45457.67429054117,Familial,2.7,30,1,1,3,50-60
Homme,France,56069.612421479345,Premium,27.3,28,0,0,3,50-60
Femme,Algérie,23364.754957508067,Premium,24.7,24,0,6,3,30-40
Homme,Belgique,24039.224831538293,Premium,17.3,24,0,1,2,50-60
Homme,Algérie,51697.46310046581,Premium,2.0,28,1,1,2,40-50
Homme,Algérie,59060.75335913008,Standard,6.6,22,0,4,1,30-40
Femme,Canada,43952.65114421695,Premium,1.0,26,1,3,7,40-50
Femme,Canada,52778.596303177204,Standard,14.9,40,0,5,3,60+
Femme,Algérie,47851.85861772643,Premium,26.3,23,0,4,3,50-60
Femme,Maroc,40128.435868122135,Standard,9.4,30,0,2,4,40-50
Femme,Algérie,39067.48551356608,Standard,22.2,22,0,2,1,20-30
Femme,Maroc,69828.77679274298,Standard,9.1,35,0,3,4,<20
Homme,Algérie,43126.31419828273,Premium,13.6,25,0,6,3,30-40
Femme,Algérie,,Standard,1.6,25,0,0,3,40-50
Femme,France,,Familial,4.9,22,0,6,5,30-40
Femme,France,22075.306322901586,Premium,17.0,30,1,1,3,50-60
Homme,Algérie,35434.0995074782,Premium,5.3,30,0,5,4,40-50
Femme,Maroc,19031.235674490294,Standard,,26,0,3,1,20-30
Femme,Maroc,36274.61727730165,Premium,1.3,17,0,6,3,60+
Femme,Canada,57395.64891790919,Premium,11.1,23,0,0,6,60+
Femme,Belgique,48983.83607196216,Premium,1.5,26,0,4,5,20-30
Non précisé,Maroc,,Standard,27.7,29,1,3,4,50-60
Homme,Algérie,30898.110498363392,Standard,1.3,23,0,2,2,50-60
Femme,Maroc,57394.92250774211,Standard,22.6,26,1,2,4,<20
Homme,Canada,43473.75827112642,Familial,17.9,37,0,2,4,
Homme,Canada,53016.50965241566,Premium,,27,0,0,3,30-40
Homme,France,44862.52579035838,Standard,9.1,28,0,5,3,30-40
Femme,France,29449.613916225262,Standard,4.9,24,1,6,3,60+
Femme,France,34961.31659871705,,6.6,32,0,1,6,30-40
Femme,Maroc,41006.64097487577,Standard,3.9,31,1,1,2,<20
Homme,France,58710.18089507635,Familial,17.0,18,0,0,2,50-60
Femme,France,39025.09211795905,Standard,11.7,30,1,5,5,50-60
Femme,Belgique,27299.801828917647,Standard,63.5,26,0,4,5,60+
Femme,Algérie,44249.67042701297,Standard,4.3,25,1,2,1,
Femme,France,57152.64797086328,Premium,13.2,30,0,4,1,60+
Femme,Algérie,49191.468187144645,Premium,9.9,28,0,0,3,40-50
Femme,Maroc,20772.60747082524,Familial,40.5,25,0,0,6,50-60
Homme,Algérie,47775.132235532685,Standard,8.2,24,1,1,3,
